FilterID,clamar_ratio,end_dt,max_dd,max_ndn,max_nup,max_theo,mean_btw_tr,mean_theo,mean_tr_dur,min_theo,n,prof_fact,roi,roi_ann,sharpe_ratio,start_dt,stdev_ann,stdev_theo,trades/yr,win_perc,years
all,0.7987,2013-08-27,-0.0273,2,10,0.0857,212.7647,0.01331,3.0882,-0.0183,34,9.9946,1.5589,0.0218,0.7068,1993-02-01,0.0238,0.0185,1.6532,0.8235,20.5667,
last_12mon,0.0000,2013-08-27,0.0000,0.0000,2.0000,0.0256,26.5000,0.01671,3.0000,0.0000,2,inf,1.0336,0.0016,1.8564,1993-02-01,0.0028,0.0089,0.0972,1.0000,20.5667,
mon03,0.0000,2013-08-27,0.0000,1.0000,1,0.0285,2.0000,0.00512,3.0000,-0.0183,2,1.5602,1.0097,0.0006,0.2093,1993-02-01,0.0085,0.0234,0.0972,0.5000,20.5667,
mon02,0.0000,2013-08-27,0.0000,0.0000,2.0000,0.0241,901.5000,0.01358,3.0000,0.0000,2,inf,1.0272,0.0017,1.2692,1993-02-01,0.0037,0.0105,0.0972,1.0000,20.5667,
mon01,0.0000,2013-08-27,0.0000,0.0000,1.0000,0.0076,0.0000,0.00755,3.0000,0.0000,1,inf,1.0076,0.0006,0.0000,1993-02-01,0.0000,0.0000,0.0486,1.0000,20.5667,
mon07,-0.0074,2013-08-27,-0.0146,3.0000,1,0.0219,801.2000,-0.00018,3.0000,-0.0121,5,0.9602,0.9988,-0.0001,-0.0349,1993-02-01,0.0076,0.0115,0.2431,0.2000,20.5667,
mon06,0.0000,2013-08-27,0.0000,0.0000,4.0000,0.0308,911.2500,0.01577,3.0000,0.0000,4,inf,1.0643,0.0031,1.2352,1993-02-01,0.0056,0.0126,0.1945,1.0000,20.5667,
mon05,0.0000,2013-08-27,0.0000,0.0000,2.0000,0.0107,1461.5000,0.00906,3.0000,0.0000,2,inf,1.0182,0.0016,5.5479,1993-02-01,0.0007,0.0016,0.0972,1.0000,20.5667,
mon04,0.0000,2013-08-27,0.0000,0.0000,2.0000,0.0241,2546.5000,0.01411,3.0000,0.0000,2,inf,1.0283,0.0015,1.3907,1993-02-01,0.0032,0.0100,0.0972,1.0000,20.5667,
mon09,0.0000,2013-08-27,0.0000,0.0000,2.0000,0.0247,912.0000,0.01699,3.0000,0.0000,2,inf,1.0342,0.0023,2.1613,1993-02-01,0.0029,0.0078,0.0972,1.0000,20.5667,
