algo,all:mean_theo,all:max_theo,all:mean_btw_tr,all:roi,all:roi_ann,all:max_nup,all:max_ndn,all:end_dt,all:sharpe_ratio,all:prof_fact,all:n,all:years,all:trades/yr,all:clamar_ratio,all:stdev_ann,all:max_dd,all:start_dt,all:win_perc,all:stdev_theo,all:mean_tr_dur,all:min_theo,last_12mon:mean_theo,last_12mon:max_theo,last_12mon:mean_btw_tr,last_12mon:roi,last_12mon:roi_ann,last_12mon:max_nup,last_12mon:max_ndn,last_12mon:end_dt,last_12mon:sharpe_ratio,last_12mon:prof_fact,last_12mon:n,last_12mon:years,last_12mon:trades/yr,last_12mon:clamar_ratio,last_12mon:stdev_ann,last_12mon:max_dd,last_12mon:start_dt,last_12mon:win_perc,last_12mon:stdev_theo,last_12mon:mean_tr_dur,last_12mon:min_theo,mon03:mean_theo,mon03:max_theo,mon03:mean_btw_tr,mon03:roi,mon03:roi_ann,mon03:max_nup,mon03:max_ndn,mon03:end_dt,mon03:sharpe_ratio,mon03:prof_fact,mon03:n,mon03:years,mon03:trades/yr,mon03:clamar_ratio,mon03:stdev_ann,mon03:max_dd,mon03:start_dt,mon03:win_perc,mon03:stdev_theo,mon03:mean_tr_dur,mon03:min_theo,mon02:mean_theo,mon02:max_theo,mon02:mean_btw_tr,mon02:roi,mon02:roi_ann,mon02:max_nup,mon02:max_ndn,mon02:end_dt,mon02:sharpe_ratio,mon02:prof_fact,mon02:n,mon02:years,mon02:trades/yr,mon02:clamar_ratio,mon02:stdev_ann,mon02:max_dd,mon02:start_dt,mon02:win_perc,mon02:stdev_theo,mon02:mean_tr_dur,mon02:min_theo,mon01:mean_theo,mon01:max_theo,mon01:mean_btw_tr,mon01:roi,mon01:roi_ann,mon01:max_nup,mon01:max_ndn,mon01:end_dt,mon01:sharpe_ratio,mon01:prof_fact,mon01:n,mon01:years,mon01:trades/yr,mon01:clamar_ratio,mon01:stdev_ann,mon01:max_dd,mon01:start_dt,mon01:win_perc,mon01:stdev_theo,mon01:mean_tr_dur,mon01:min_theo,mon07:mean_theo,mon07:max_theo,mon07:mean_btw_tr,mon07:roi,mon07:roi_ann,mon07:max_nup,mon07:max_ndn,mon07:end_dt,mon07:sharpe_ratio,mon07:prof_fact,mon07:n,mon07:years,mon07:trades/yr,mon07:clamar_ratio,mon07:stdev_ann,mon07:max_dd,mon07:start_dt,mon07:win_perc,mon07:stdev_theo,mon07:mean_tr_dur,mon07:min_theo,mon06:mean_theo,mon06:max_theo,mon06:mean_btw_tr,mon06:roi,mon06:roi_ann,mon06:max_nup,mon06:max_ndn,mon06:end_dt,mon06:sharpe_ratio,mon06:prof_fact,mon06:n,mon06:years,mon06:trades/yr,mon06:clamar_ratio,mon06:stdev_ann,mon06:max_dd,mon06:start_dt,mon06:win_perc,mon06:stdev_theo,mon06:mean_tr_dur,mon06:min_theo,mon05:mean_theo,mon05:max_theo,mon05:mean_btw_tr,mon05:roi,mon05:roi_ann,mon05:max_nup,mon05:max_ndn,mon05:end_dt,mon05:sharpe_ratio,mon05:prof_fact,mon05:n,mon05:years,mon05:trades/yr,mon05:clamar_ratio,mon05:stdev_ann,mon05:max_dd,mon05:start_dt,mon05:win_perc,mon05:stdev_theo,mon05:mean_tr_dur,mon05:min_theo,mon04:mean_theo,mon04:max_theo,mon04:mean_btw_tr,mon04:roi,mon04:roi_ann,mon04:max_nup,mon04:max_ndn,mon04:end_dt,mon04:sharpe_ratio,mon04:prof_fact,mon04:n,mon04:years,mon04:trades/yr,mon04:clamar_ratio,mon04:stdev_ann,mon04:max_dd,mon04:start_dt,mon04:win_perc,mon04:stdev_theo,mon04:mean_tr_dur,mon04:min_theo,mon09:mean_theo,mon09:max_theo,mon09:mean_btw_tr,mon09:roi,mon09:roi_ann,mon09:max_nup,mon09:max_ndn,mon09:end_dt,mon09:sharpe_ratio,mon09:prof_fact,mon09:n,mon09:years,mon09:trades/yr,mon09:clamar_ratio,mon09:stdev_ann,mon09:max_dd,mon09:start_dt,mon09:win_perc,mon09:stdev_theo,mon09:mean_tr_dur,mon09:min_theo,mon08:mean_theo,mon08:max_theo,mon08:mean_btw_tr,mon08:roi,mon08:roi_ann,mon08:max_nup,mon08:max_ndn,mon08:end_dt,mon08:sharpe_ratio,mon08:prof_fact,mon08:n,mon08:years,mon08:trades/yr,mon08:clamar_ratio,mon08:stdev_ann,mon08:max_dd,mon08:start_dt,mon08:win_perc,mon08:stdev_theo,mon08:mean_tr_dur,mon08:min_theo,long:mean_theo,long:max_theo,long:mean_btw_tr,long:roi,long:roi_ann,long:max_nup,long:max_ndn,long:end_dt,long:sharpe_ratio,long:prof_fact,long:n,long:years,long:trades/yr,long:clamar_ratio,long:stdev_ann,long:max_dd,long:start_dt,long:win_perc,long:stdev_theo,long:mean_tr_dur,long:min_theo,winners:mean_theo,winners:max_theo,winners:mean_btw_tr,winners:roi,winners:roi_ann,winners:max_nup,winners:max_ndn,winners:end_dt,winners:sharpe_ratio,winners:prof_fact,winners:n,winners:years,winners:trades/yr,winners:clamar_ratio,winners:stdev_ann,winners:max_dd,winners:start_dt,winners:win_perc,winners:stdev_theo,winners:mean_tr_dur,winners:min_theo,last_6mon:mean_theo,last_6mon:max_theo,last_6mon:mean_btw_tr,last_6mon:roi,last_6mon:roi_ann,last_6mon:max_nup,last_6mon:max_ndn,last_6mon:end_dt,last_6mon:sharpe_ratio,last_6mon:prof_fact,last_6mon:n,last_6mon:years,last_6mon:trades/yr,last_6mon:clamar_ratio,last_6mon:stdev_ann,last_6mon:max_dd,last_6mon:start_dt,last_6mon:win_perc,last_6mon:stdev_theo,last_6mon:mean_tr_dur,last_6mon:min_theo,short:mean_theo,short:max_theo,short:mean_btw_tr,short:roi,short:roi_ann,short:max_nup,short:max_ndn,short:end_dt,short:sharpe_ratio,short:prof_fact,short:n,short:years,short:trades/yr,short:clamar_ratio,short:stdev_ann,short:max_dd,short:start_dt,short:win_perc,short:stdev_theo,short:mean_tr_dur,short:min_theo,last_18mon:mean_theo,last_18mon:max_theo,last_18mon:mean_btw_tr,last_18mon:roi,last_18mon:roi_ann,last_18mon:max_nup,last_18mon:max_ndn,last_18mon:end_dt,last_18mon:sharpe_ratio,last_18mon:prof_fact,last_18mon:n,last_18mon:years,last_18mon:trades/yr,last_18mon:clamar_ratio,last_18mon:stdev_ann,last_18mon:max_dd,last_18mon:start_dt,last_18mon:win_perc,last_18mon:stdev_theo,last_18mon:mean_tr_dur,last_18mon:min_theo,mon10:mean_theo,mon10:max_theo,mon10:mean_btw_tr,mon10:roi,mon10:roi_ann,mon10:max_nup,mon10:max_ndn,mon10:end_dt,mon10:sharpe_ratio,mon10:prof_fact,mon10:n,mon10:years,mon10:trades/yr,mon10:clamar_ratio,mon10:stdev_ann,mon10:max_dd,mon10:start_dt,mon10:win_perc,mon10:stdev_theo,mon10:mean_tr_dur,mon10:min_theo,mon11:mean_theo,mon11:max_theo,mon11:mean_btw_tr,mon11:roi,mon11:roi_ann,mon11:max_nup,mon11:max_ndn,mon11:end_dt,mon11:sharpe_ratio,mon11:prof_fact,mon11:n,mon11:years,mon11:trades/yr,mon11:clamar_ratio,mon11:stdev_ann,mon11:max_dd,mon11:start_dt,mon11:win_perc,mon11:stdev_theo,mon11:mean_tr_dur,mon11:min_theo,mon12:mean_theo,mon12:max_theo,mon12:mean_btw_tr,mon12:roi,mon12:roi_ann,mon12:max_nup,mon12:max_ndn,mon12:end_dt,mon12:sharpe_ratio,mon12:prof_fact,mon12:n,mon12:years,mon12:trades/yr,mon12:clamar_ratio,mon12:stdev_ann,mon12:max_dd,mon12:start_dt,mon12:win_perc,mon12:stdev_theo,mon12:mean_tr_dur,mon12:min_theo,losers:mean_theo,losers:max_theo,losers:mean_btw_tr,losers:roi,losers:roi_ann,losers:max_nup,losers:max_ndn,losers:end_dt,losers:sharpe_ratio,losers:prof_fact,losers:n,losers:years,losers:trades/yr,losers:clamar_ratio,losers:stdev_ann,losers:max_dd,losers:start_dt,losers:win_perc,losers:stdev_theo,losers:mean_tr_dur,losers:min_theo,wkd03:mean_theo,wkd03:max_theo,wkd03:mean_btw_tr,wkd03:roi,wkd03:roi_ann,wkd03:max_nup,wkd03:max_ndn,wkd03:end_dt,wkd03:sharpe_ratio,wkd03:prof_fact,wkd03:n,wkd03:years,wkd03:trades/yr,wkd03:clamar_ratio,wkd03:stdev_ann,wkd03:max_dd,wkd03:start_dt,wkd03:win_perc,wkd03:stdev_theo,wkd03:mean_tr_dur,wkd03:min_theo,wkd02:mean_theo,wkd02:max_theo,wkd02:mean_btw_tr,wkd02:roi,wkd02:roi_ann,wkd02:max_nup,wkd02:max_ndn,wkd02:end_dt,wkd02:sharpe_ratio,wkd02:prof_fact,wkd02:n,wkd02:years,wkd02:trades/yr,wkd02:clamar_ratio,wkd02:stdev_ann,wkd02:max_dd,wkd02:start_dt,wkd02:win_perc,wkd02:stdev_theo,wkd02:mean_tr_dur,wkd02:min_theo,wkd01:mean_theo,wkd01:max_theo,wkd01:mean_btw_tr,wkd01:roi,wkd01:roi_ann,wkd01:max_nup,wkd01:max_ndn,wkd01:end_dt,wkd01:sharpe_ratio,wkd01:prof_fact,wkd01:n,wkd01:years,wkd01:trades/yr,wkd01:clamar_ratio,wkd01:stdev_ann,wkd01:max_dd,wkd01:start_dt,wkd01:win_perc,wkd01:stdev_theo,wkd01:mean_tr_dur,wkd01:min_theo,wkd00:mean_theo,wkd00:max_theo,wkd00:mean_btw_tr,wkd00:roi,wkd00:roi_ann,wkd00:max_nup,wkd00:max_ndn,wkd00:end_dt,wkd00:sharpe_ratio,wkd00:prof_fact,wkd00:n,wkd00:years,wkd00:trades/yr,wkd00:clamar_ratio,wkd00:stdev_ann,wkd00:max_dd,wkd00:start_dt,wkd00:win_perc,wkd00:stdev_theo,wkd00:mean_tr_dur,wkd00:min_theo,wkd04:mean_theo,wkd04:max_theo,wkd04:mean_btw_tr,wkd04:roi,wkd04:roi_ann,wkd04:max_nup,wkd04:max_ndn,wkd04:end_dt,wkd04:sharpe_ratio,wkd04:prof_fact,wkd04:n,wkd04:years,wkd04:trades/yr,wkd04:clamar_ratio,wkd04:stdev_ann,wkd04:max_dd,wkd04:start_dt,wkd04:win_perc,wkd04:stdev_theo,wkd04:mean_tr_dur,wkd04:min_theo,
labor_fri-c_tues-oSPY,-0.00001,0.0319,343.0500,0.9985,0.9999,4,3,2013-08-01,-0.0276,0.9966,20,20.4956,0.9758,28.7895,0.0112,-0.0347,1993-02-01,0.5000,0.0111,4.0000,-0.0294,-0.00085,0.0000,0.0000,0.9991,1.0000,0.0000,1.0000,2013-08-01,0.0000,0.0000,1,20.4956,0.0488,0.0000,0.0000,0.0000,1993-02-01,0.0000,0.0000,4.0000,-0.0009,0.00000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2013-08-01,0.0000,0.0000,0,20.4956,0.0000,0.0000,0.0000,0.0000,1993-02-01,0.0000,0.0000,0.0000,0.0000,0.00000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2013-08-01,0.0000,0.0000,0,20.4956,0.0000,0.0000,0.0000,0.0000,1993-02-01,0.0000,0.0000,0.0000,0.0000,0.00000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2013-08-01,0.0000,0.0000,0,20.4956,0.0000,0.0000,0.0000,0.0000,1993-02-01,0.0000,0.0000,0.0000,0.0000,0.00000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2013-08-01,0.0000,0.0000,0,20.4956,0.0000,0.0000,0.0000,0.0000,1993-02-01,0.0000,0.0000,0.0000,0.0000,0.00000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2013-08-01,0.0000,0.0000,0,20.4956,0.0000,0.0000,0.0000,0.0000,1993-02-01,0.0000,0.0000,0.0000,0.0000,0.00000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2013-08-01,0.0000,0.0000,0,20.4956,0.0000,0.0000,0.0000,0.0000,1993-02-01,0.0000,0.0000,0.0000,0.0000,0.00000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2013-08-01,0.0000,0.0000,0,20.4956,0.0000,0.0000,0.0000,0.0000,1993-02-01,0.0000,0.0000,0.0000,0.0000,0.00114,0.0319,544.0833,1.0127,1.0007,4,2,2013-08-01,0.0649,1.8936,12,20.4956,0.5855,29.5090,0.0104,-0.0339,1993-02-01,0.5833,0.0130,4.0000,-0.0294,-0.00174,0.0096,727.1250,0.9860,0.9993,1,2,2013-08-01,-0.2881,0.3129,8,20.4956,0.3903,71.1816,0.0045,-0.0140,1993-02-01,0.3750,0.0071,4.0000,-0.0132,-0.00001,0.0319,343.0500,0.9985,0.9999,4,3,2013-08-01,-0.0276,0.9966,20,20.4956,0.9758,28.7895,0.0112,-0.0347,1993-02-01,0.5000,0.0111,4.0000,-0.0294,0.00676,0.0319,508.1000,1.0692,1.0040,10.0000,0.0000,2013-08-01,0.7266,inf,10,20.4956,0.4879,0.0000,0.0069,0.0000,1993-02-01,1.0000,0.0089,4.0000,0.0000,0.00000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2013-08-01,0.0000,0.0000,0,20.4956,0.0000,0.0000,0.0000,0.0000,1993-02-01,0.0000,0.0000,0.0000,0.0000,0.00000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2013-08-01,0.0000,0.0000,0,20.4956,0.0000,0.0000,0.0000,0.0000,1993-02-01,0.0000,0.0000,0.0000,0.0000,-0.00085,0.0000,0.0000,0.9991,1.0000,0.0000,1.0000,2013-08-01,0.0000,0.0000,1,20.4956,0.0488,0.0000,0.0000,0.0000,1993-02-01,0.0000,0.0000,4.0000,-0.0009,0.00000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2013-08-01,0.0000,0.0000,0,20.4956,0.0000,0.0000,0.0000,0.0000,1993-02-01,0.0000,0.0000,0.0000,0.0000,0.00000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2013-08-01,0.0000,0.0000,0,20.4956,0.0000,0.0000,0.0000,0.0000,1993-02-01,0.0000,0.0000,0.0000,0.0000,0.00000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2013-08-01,0.0000,0.0000,0,20.4956,0.0000,0.0000,0.0000,0.0000,1993-02-01,0.0000,0.0000,0.0000,0.0000,-0.00753,0.0000,726.7778,0.9339,0.9965,0.0000,9.0000,2013-08-01,-0.8854,0.0000,9,20.4956,0.4391,15.2100,0.0060,-0.0655,1993-02-01,0.0000,0.0088,4.0000,-0.0294,0.00000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2013-08-01,0.0000,0.0000,0,20.4956,0.0000,0.0000,0.0000,0.0000,1993-02-01,0.0000,0.0000,0.0000,0.0000,0.00000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2013-08-01,0.0000,0.0000,0,20.4956,0.0000,0.0000,0.0000,0.0000,1993-02-01,0.0000,0.0000,0.0000,0.0000,0.00000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2013-08-01,0.0000,0.0000,0,20.4956,0.0000,0.0000,0.0000,0.0000,1993-02-01,0.0000,0.0000,0.0000,0.0000,0.00000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2013-08-01,0.0000,0.0000,0,20.4956,0.0000,0.0000,0.0000,0.0000,1993-02-01,0.0000,0.0000,0.0000,0.0000,-0.00001,0.0319,343.0500,0.9985,0.9999,4,3,2013-08-01,-0.0276,0.9966,20,20.4956,0.9758,28.7895,0.0112,-0.0347,1993-02-01,0.5000,0.0111,4.0000,-0.0294,
labor_fri-c_tues-o^GSPC,0.00022,0.0039,343.0500,1.0044,1.0002,2,2,2013-08-01,-0.0734,0.8446,20,20.4956,0.9758,569.0637,0.0011,-0.0018,1993-02-01,0.2000,0.0011,4.0000,-0.0017,-0.00003,0.0000,0.0000,1.0000,1.0000,0.0000,1.0000,2013-08-01,0.0000,0.0000,1,20.4956,0.0488,0.0000,0.0000,0.0000,1993-02-01,0.0000,0.0000,4.0000,-0.0000,0.00000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2013-08-01,0.0000,0.0000,0,20.4956,0.0000,0.0000,0.0000,0.0000,1993-02-01,0.0000,0.0000,0.0000,0.0000,0.00000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2013-08-01,0.0000,0.0000,0,20.4956,0.0000,0.0000,0.0000,0.0000,1993-02-01,0.0000,0.0000,0.0000,0.0000,0.00000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2013-08-01,0.0000,0.0000,0,20.4956,0.0000,0.0000,0.0000,0.0000,1993-02-01,0.0000,0.0000,0.0000,0.0000,0.00000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2013-08-01,0.0000,0.0000,0,20.4956,0.0000,0.0000,0.0000,0.0000,1993-02-01,0.0000,0.0000,0.0000,0.0000,0.00000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2013-08-01,0.0000,0.0000,0,20.4956,0.0000,0.0000,0.0000,0.0000,1993-02-01,0.0000,0.0000,0.0000,0.0000,0.00000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2013-08-01,0.0000,0.0000,0,20.4956,0.0000,0.0000,0.0000,0.0000,1993-02-01,0.0000,0.0000,0.0000,0.0000,0.00000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2013-08-01,0.0000,0.0000,0,20.4956,0.0000,0.0000,0.0000,0.0000,1993-02-01,0.0000,0.0000,0.0000,0.0000,0.00004,0.0022,544.0833,1.0005,1.0000,2,1,2013-08-01,-0.3106,0.4282,12,20.4956,0.5855,578.2931,0.0007,-0.0017,1993-02-01,0.2500,0.0008,4.0000,-0.0017,0.00048,0.0039,727.1250,1.0038,1.0002,1,1,2013-08-01,0.1439,11.4121,8,20.4956,0.3903,35171.3961,0.0008,-0.0000,1993-02-01,0.1250,0.0013,4.0000,-0.0000,0.00022,0.0039,343.0500,1.0044,1.0002,2,2,2013-08-01,-0.0734,0.8446,20,20.4956,0.9758,569.0637,0.0011,-0.0018,1993-02-01,0.2000,0.0011,4.0000,-0.0017,0.00155,0.0039,1367.2500,1.0062,1.0004,4.0000,0.0000,2013-08-01,0.7686,inf,4,20.4956,0.1952,0.0000,0.0008,0.0000,1993-02-01,1.0000,0.0016,4.0000,0.0000,0.00000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2013-08-01,0.0000,0.0000,0,20.4956,0.0000,0.0000,0.0000,0.0000,1993-02-01,0.0000,0.0000,0.0000,0.0000,0.00000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2013-08-01,0.0000,0.0000,0,20.4956,0.0000,0.0000,0.0000,0.0000,1993-02-01,0.0000,0.0000,0.0000,0.0000,-0.00003,0.0000,0.0000,1.0000,1.0000,0.0000,1.0000,2013-08-01,0.0000,0.0000,1,20.4956,0.0488,0.0000,0.0000,0.0000,1993-02-01,0.0000,0.0000,4.0000,-0.0000,0.00000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2013-08-01,0.0000,0.0000,0,20.4956,0.0000,0.0000,0.0000,0.0000,1993-02-01,0.0000,0.0000,0.0000,0.0000,0.00000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2013-08-01,0.0000,0.0000,0,20.4956,0.0000,0.0000,0.0000,0.0000,1993-02-01,0.0000,0.0000,0.0000,0.0000,0.00000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2013-08-01,0.0000,0.0000,0,20.4956,0.0000,0.0000,0.0000,0.0000,1993-02-01,0.0000,0.0000,0.0000,0.0000,-0.00046,0.0000,544.7500,0.9982,0.9999,0.0000,4.0000,2013-08-01,-1.0258,0.0000,4,20.4956,0.1952,562.3836,0.0003,-0.0018,1993-02-01,0.0000,0.0007,4.0000,-0.0017,0.00000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2013-08-01,0.0000,0.0000,0,20.4956,0.0000,0.0000,0.0000,0.0000,1993-02-01,0.0000,0.0000,0.0000,0.0000,0.00000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2013-08-01,0.0000,0.0000,0,20.4956,0.0000,0.0000,0.0000,0.0000,1993-02-01,0.0000,0.0000,0.0000,0.0000,0.00000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2013-08-01,0.0000,0.0000,0,20.4956,0.0000,0.0000,0.0000,0.0000,1993-02-01,0.0000,0.0000,0.0000,0.0000,0.00000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2013-08-01,0.0000,0.0000,0,20.4956,0.0000,0.0000,0.0000,0.0000,1993-02-01,0.0000,0.0000,0.0000,0.0000,0.00022,0.0039,343.0500,1.0044,1.0002,2,2,2013-08-01,-0.0734,0.8446,20,20.4956,0.9758,569.0637,0.0011,-0.0018,1993-02-01,0.2000,0.0011,4.0000,-0.0017,
labor_fri-o_fri-cSPY,-0.00052,0.0120,346.8500,0.9892,0.9994,3,2,2013-08-01,-0.0751,0.8288,20,20.4956,0.9758,35.4013,0.0070,-0.0282,1993-02-01,0.5000,0.0069,0.0000,-0.0170,-0.00092,0.0000,0.0000,0.9991,1.0000,0.0000,1.0000,2013-08-01,0.0000,0.0000,1,20.4956,0.0488,0.0000,0.0000,0.0000,1993-02-01,0.0000,0.0000,0.0000,-0.0009,0.00000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2013-08-01,0.0000,0.0000,0,20.4956,0.0000,0.0000,0.0000,0.0000,1993-02-01,0.0000,0.0000,0.0000,0.0000,0.00000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2013-08-01,0.0000,0.0000,0,20.4956,0.0000,0.0000,0.0000,0.0000,1993-02-01,0.0000,0.0000,0.0000,0.0000,0.00000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2013-08-01,0.0000,0.0000,0,20.4956,0.0000,0.0000,0.0000,0.0000,1993-02-01,0.0000,0.0000,0.0000,0.0000,0.00000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2013-08-01,0.0000,0.0000,0,20.4956,0.0000,0.0000,0.0000,0.0000,1993-02-01,0.0000,0.0000,0.0000,0.0000,0.00000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2013-08-01,0.0000,0.0000,0,20.4956,0.0000,0.0000,0.0000,0.0000,1993-02-01,0.0000,0.0000,0.0000,0.0000,0.00000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2013-08-01,0.0000,0.0000,0,20.4956,0.0000,0.0000,0.0000,0.0000,1993-02-01,0.0000,0.0000,0.0000,0.0000,0.00000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2013-08-01,0.0000,0.0000,0,20.4956,0.0000,0.0000,0.0000,0.0000,1993-02-01,0.0000,0.0000,0.0000,0.0000,-0.00087,0.0120,547.7500,0.9893,0.9994,3,3,2013-08-01,-0.1154,0.7526,12,20.4956,0.5855,41.0204,0.0060,-0.0244,1993-02-01,0.5000,0.0075,0.0000,-0.0170,0.00000,0.0082,730.6250,0.9999,1.0000,4,3,2013-08-01,0.0001,1.0002,8,20.4956,0.3903,116.7903,0.0038,-0.0086,1993-02-01,0.5000,0.0059,0.0000,-0.0102,-0.00052,0.0120,346.8500,0.9892,0.9994,3,2,2013-08-01,-0.0751,0.8288,20,20.4956,0.9758,35.4013,0.0070,-0.0282,1993-02-01,0.5000,0.0069,0.0000,-0.0170,0.00504,0.0120,620.9000,1.0515,1.0029,10.0000,0.0000,2013-08-01,1.4824,inf,10,20.4956,0.4879,0.0000,0.0026,0.0000,1993-02-01,1.0000,0.0034,0.0000,0.0000,0.00000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2013-08-01,0.0000,0.0000,0,20.4956,0.0000,0.0000,0.0000,0.0000,1993-02-01,0.0000,0.0000,0.0000,0.0000,0.00000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2013-08-01,0.0000,0.0000,0,20.4956,0.0000,0.0000,0.0000,0.0000,1993-02-01,0.0000,0.0000,0.0000,0.0000,-0.00092,0.0000,0.0000,0.9991,1.0000,0.0000,1.0000,2013-08-01,0.0000,0.0000,1,20.4956,0.0488,0.0000,0.0000,0.0000,1993-02-01,0.0000,0.0000,0.0000,-0.0009,0.00000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2013-08-01,0.0000,0.0000,0,20.4956,0.0000,0.0000,0.0000,0.0000,1993-02-01,0.0000,0.0000,0.0000,0.0000,0.00000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2013-08-01,0.0000,0.0000,0,20.4956,0.0000,0.0000,0.0000,0.0000,1993-02-01,0.0000,0.0000,0.0000,0.0000,0.00000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2013-08-01,0.0000,0.0000,0,20.4956,0.0000,0.0000,0.0000,0.0000,1993-02-01,0.0000,0.0000,0.0000,0.0000,-0.00608,0.0000,657.3000,0.9407,0.9969,0.0000,10.0000,2013-08-01,-1.2797,0.0000,10,20.4956,0.4879,19.5715,0.0034,-0.0509,1993-02-01,0.0000,0.0048,0.0000,-0.0170,0.00000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2013-08-01,0.0000,0.0000,0,20.4956,0.0000,0.0000,0.0000,0.0000,1993-02-01,0.0000,0.0000,0.0000,0.0000,0.00000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2013-08-01,0.0000,0.0000,0,20.4956,0.0000,0.0000,0.0000,0.0000,1993-02-01,0.0000,0.0000,0.0000,0.0000,0.00000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2013-08-01,0.0000,0.0000,0,20.4956,0.0000,0.0000,0.0000,0.0000,1993-02-01,0.0000,0.0000,0.0000,0.0000,0.00000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,2013-08-01,0.0000,0.0000,0,20.4956,0.0000,0.0000,0.0000,0.0000,1993-02-01,0.0000,0.0000,0.0000,0.0000,-0.00052,0.0120,346.8500,0.9892,0.9994,3,2,2013-08-01,-0.0751,0.8288,20,20.4956,0.9758,35.4013,0.0070,-0.0282,1993-02-01,0.5000,0.0069,0.0000,-0.0170,
