FilterID,clamar_ratio,end_dt,max_dd,max_ndn,max_nup,max_theo,mean_btw_tr,mean_theo,mean_tr_dur,min_theo,n,prof_fact,roi,roi_ann,sharpe_ratio,start_dt,stdev_ann,stdev_theo,trades/yr,win_perc,years
all,0.3506,2013-08-27,-0.0610,2,4,0.0898,211.8824,0.01320,4.0000,-0.0335,34,4.2653,1.5444,0.0214,0.4951,1993-02-01,0.0335,0.0261,1.6532,0.7059,20.5667,
last_12mon,0.0000,2013-08-27,0.0000,0.0000,2.0000,0.0214,26.0000,0.01631,4.0000,0.0000,2,inf,1.0329,0.0016,3.1509,1993-02-01,0.0016,0.0051,0.0972,1.0000,20.5667,
mon03,0.0000,2013-08-27,0.0000,1.0000,1,0.0126,1.5000,-0.00791,4.0000,-0.0284,2,0.4431,0.9838,-0.0011,-0.4004,1993-02-01,0.0075,0.0205,0.0972,0.5000,20.5667,
mon02,0.0000,2013-08-27,0.0000,0.0000,2.0000,0.0533,901.0000,0.02852,4.0000,0.0000,2,inf,1.0572,0.0035,1.1396,1993-02-01,0.0088,0.0248,0.0972,1.0000,20.5667,
mon01,0.0000,2013-08-27,0.0000,0.0000,1.0000,0.0076,0.0000,0.00755,4.0000,0.0000,1,inf,1.0076,0.0006,0.0000,1993-02-01,0.0000,0.0000,0.0486,1.0000,20.5667,
mon07,0.0078,2013-08-27,-0.0262,2,1,0.0414,800.4000,0.00069,4.0000,-0.0148,5,1.0903,1.0024,0.0002,0.0186,1993-02-01,0.0138,0.0210,0.2431,0.2000,20.5667,
mon06,0.1780,2013-08-27,-0.0112,2.0000,2,0.0390,910.5000,0.01039,4.0000,-0.0112,4,3.2003,1.0413,0.0020,0.4847,1993-02-01,0.0092,0.0208,0.1945,0.5000,20.5667,
mon05,0.0000,2013-08-27,0.0000,0.0000,2.0000,0.0174,1461.0000,0.01428,4.0000,0.0000,2,inf,1.0287,0.0025,4.4285,1993-02-01,0.0013,0.0032,0.0972,1.0000,20.5667,
mon04,0.1810,2013-08-27,-0.0078,1,1.0000,0.0356,2546.0000,0.01389,4.0000,-0.0078,2,4.5556,1.0275,0.0014,0.6264,1993-02-01,0.0070,0.0217,0.0972,0.5000,20.5667,
mon09,0.0000,2013-08-27,0.0000,1.0000,1,0.0059,911.5000,-0.00251,4.0000,-0.0109,2,0.5394,0.9949,-0.0003,-0.3345,1993-02-01,0.0031,0.0084,0.0972,0.5000,20.5667,
mon08,0.0000,2013-08-27,0.0000,0.0000,6.0000,0.0898,1152.8333,0.03384,4.0000,0.0000,6,inf,1.2181,0.0096,1.1413,1993-02-01,0.0159,0.0294,0.2917,1.0000,20.5667,
long,0.3506,2013-08-27,-0.0610,2,4,0.0898,211.8824,0.01320,4.0000,-0.0335,34,4.2653,1.5444,0.0214,0.4951,1993-02-01,0.0335,0.0261,1.6532,0.7059,20.5667,
winners,0.0000,2013-08-27,0.0000,0.0000,24.0000,0.0898,296.5833,0.02442,4.0000,0.0000,24,inf,1.7744,0.0283,1.0828,1993-02-01,0.0241,0.0223,1.1669,1.0000,20.5667,
last_6mon,0.0000,2013-08-27,0.0000,0.0000,2.0000,0.0214,26.0000,0.01631,4.0000,0.0000,2,inf,1.0329,0.0016,3.1509,1993-02-01,0.0016,0.0051,0.0972,1.0000,20.5667,
short,0.0000,2013-08-27,0.0000,0.0000,0.0000,0.0000,0.0000,0.00000,0.0000,0.0000,0,0.0000,1.0000,0.0000,0.0000,1993-02-01,0.0000,0.0000,0.0000,0.0000,20.5667,
last_18mon,0.0000,2013-08-27,0.0000,1.0000,3,0.0390,121.2500,0.01596,4.0000,-0.0078,4,9.1702,1.0648,0.0031,0.9241,1993-02-01,0.0075,0.0170,0.1945,0.7500,20.5667,
mon10,0.0000,2013-08-27,0.0000,0.0000,1.0000,0.0636,0.0000,0.06357,4.0000,0.0000,1,inf,1.0636,0.0064,0.0000,1993-02-01,0.0000,0.0000,0.0486,1.0000,20.5667,
mon11,0.0000,2013-08-27,0.0000,0.0000,5.0000,0.0356,1017.4000,0.01388,4.0000,0.0000,5,inf,1.0710,0.0047,1.1629,1993-02-01,0.0068,0.0117,0.2431,1.0000,20.5667,
mon12,0.0000,2013-08-27,0.0000,1.0000,1,0.0011,176.5000,-0.01618,4.0000,-0.0335,2,0.0343,0.9676,-0.0021,-0.9508,1993-02-01,0.0061,0.0173,0.0972,0.5000,20.5667,
