FilterID,clamar_ratio,end_dt,max_dd,max_ndn,max_nup,max_theo,mean_btw_tr,mean_theo,mean_tr_dur,min_theo,n,prof_fact,roi,roi_ann,sharpe_ratio,start_dt,stdev_ann,stdev_theo,trades/yr,win_perc,years
all,0.0155,2013-09-04,-0.1206,3,14.0000,0.0334,148.2340,0.00088,4.1064,-0.0475,47,1.2068,0.0374,0.0019,0.0415,1993-02-01,0.0214,0.0138,2.2828,0.7447,20.5886,
last_12mon,0.0000,2013-09-04,0.0000,1.0000,0.0000,0.0000,0.0000,-0.01902,6.0000,-0.0190,1,0.0000,-0.0190,-0.0010,0.0000,1993-02-01,0.0000,0.0000,0.0486,0.0000,20.5886,
mon03,0.5364,2013-09-04,-0.0020,1,1.0000,0.0223,3467.0000,0.01019,4.5000,-0.0020,2,11.3644,0.0203,0.0011,0.8109,1993-02-01,0.0039,0.0122,0.0971,0.5000,20.5886,
mon02,0.0000,2013-09-04,0.0000,0.0000,2.0000,0.0121,730.0000,0.01012,3.5000,0.0000,2,inf,0.0203,0.0029,5.0665,1993-02-01,0.0010,0.0019,0.0971,1.0000,20.5886,
mon01,0.0000,2013-09-04,0.0000,0.0000,2.0000,0.0023,2921.0000,0.00157,3.5000,0.0000,2,inf,0.0032,0.0002,1.8642,1993-02-01,0.0002,0.0007,0.0971,1.0000,20.5886,
mon07,0.0000,2013-09-04,0.0000,0.0000,1.0000,0.0054,0.0000,0.00539,4.0000,0.0000,1,inf,0.0054,0.0038,0.0000,1993-02-01,0.0000,0.0000,0.0486,1.0000,20.5886,
mon06,-0.0430,2013-09-04,-0.0252,1.0000,2,0.0105,653.4000,-0.00346,5.4000,-0.0252,5,0.4503,-0.0176,-0.0011,-0.3189,1993-02-01,0.0067,0.0121,0.2429,0.6000,20.5886,
mon05,0.0000,2013-09-04,0.0000,0.0000,4.0000,0.0071,1366.2500,0.00485,3.2500,0.0000,4,inf,0.0195,0.0013,2.4014,1993-02-01,0.0010,0.0019,0.1943,1.0000,20.5886,
mon04,-0.0461,2013-09-04,-0.0551,2,4,0.0055,830.5714,-0.00643,3.8571,-0.0475,7,0.1893,-0.0452,-0.0025,-0.3908,1993-02-01,0.0107,0.0172,0.3400,0.7143,20.5886,
mon09,0.0587,2013-09-04,-0.0176,1,3,0.0117,580.4000,0.00266,4.2000,-0.0176,5,1.7554,0.0131,0.0010,0.2258,1993-02-01,0.0066,0.0104,0.2429,0.8000,20.5886,
mon08,-0.0132,2013-09-04,-0.0314,2,2.0000,0.0174,1091.2000,-0.00119,4.4000,-0.0251,5,0.8119,-0.0064,-0.0004,-0.1066,1993-02-01,0.0081,0.0142,0.2429,0.6000,20.5886,
