FilterID,clamar_ratio,end_dt,max_dd,max_ndn,max_nup,max_theo,mean_btw_tr,mean_theo,mean_tr_dur,min_theo,n,prof_fact,roi,roi_ann,sharpe_ratio,start_dt,stdev_ann,stdev_theo,trades/yr,win_perc,years
all,0.4272,2013-08-27,-0.0274,2,4,0.0465,214.7647,0.00718,1.0294,-0.0274,34,3.6188,1.2698,0.0117,0.4391,1993-02-01,0.0208,0.0162,1.6532,0.6765,20.5667,
last_12mon,0.0000,2013-08-27,0.0000,0.0000,2.0000,0.0096,27.5000,0.00727,1.0000,0.0000,2,inf,1.0146,0.0007,3.0613,1993-02-01,0.0007,0.0023,0.0972,1.0000,20.5667,
mon03,0.0000,2013-08-27,0.0000,1.0000,1,0.0359,3.0000,0.01606,1.0000,-0.0038,2,9.4072,1.0320,0.0021,0.8041,1993-02-01,0.0072,0.0199,0.0972,0.5000,20.5667,
mon02,0.0000,2013-08-27,0.0000,1.0000,1,0.0140,902.5000,0.00615,1.0000,-0.0017,2,8.0482,1.0123,0.0008,0.7696,1993-02-01,0.0028,0.0079,0.0972,0.5000,20.5667,
mon01,0.0000,2013-08-27,0.0000,0.0000,1.0000,0.0028,0.0000,0.00283,1.0000,0.0000,1,inf,1.0028,0.0002,0.0000,1993-02-01,0.0000,0.0000,0.0486,1.0000,20.5667,
mon07,0.0001,2013-08-27,-0.0274,1,3.0000,0.0127,802.8000,0.00011,1.0000,-0.0274,5,1.0194,1.0000,0.0000,0.0023,1993-02-01,0.0094,0.0142,0.2431,0.8000,20.5667,
mon06,1.3853,2013-08-27,-0.0006,1,2,0.0096,912.7500,0.00440,1.0000,-0.0006,4,29.3605,1.0177,0.0009,1.0055,1993-02-01,0.0019,0.0043,0.1945,0.7500,20.5667,
mon05,0.0000,2013-08-27,0.0000,1.0000,1,0.0085,1462.5000,0.00213,1.0000,-0.0042,2,2.0116,1.0042,0.0004,0.3242,1993-02-01,0.0027,0.0063,0.0972,0.5000,20.5667,
mon04,-0.0571,2013-08-27,-0.0168,2.0000,0.0000,0.0000,2547.5000,-0.00913,1.0000,-0.0168,2,0.0000,0.9818,-0.0010,-1.2018,1993-02-01,0.0025,0.0077,0.0972,0.0000,20.5667,
mon09,-0.6296,2013-08-27,-0.0020,2.0000,0.0000,0.0000,913.0000,-0.00906,1.0000,-0.0161,2,0.0000,0.9819,-0.0012,-1.2898,1993-02-01,0.0026,0.0071,0.0972,0.0000,20.5667,
mon08,0.0000,2013-08-27,0.0000,0.0000,6.0000,0.0465,1155.3333,0.02317,1.0000,0.0000,6,inf,1.1462,0.0067,1.2793,1993-02-01,0.0098,0.0181,0.2917,1.0000,20.5667,
long,0.4272,2013-08-27,-0.0274,2,4,0.0465,214.7647,0.00718,1.0294,-0.0274,34,3.6188,1.2698,0.0117,0.4391,1993-02-01,0.0208,0.0162,1.6532,0.6765,20.5667,
winners,0.0000,2013-08-27,0.0000,0.0000,23.0000,0.0465,318.0000,0.01467,1.0000,0.0000,23,inf,1.3950,0.0163,1.0813,1993-02-01,0.0143,0.0135,1.1183,1.0000,20.5667,
last_6mon,0.0000,2013-08-27,0.0000,0.0000,2.0000,0.0096,27.5000,0.00727,1.0000,0.0000,2,inf,1.0146,0.0007,3.0613,1993-02-01,0.0007,0.0023,0.0972,1.0000,20.5667,
short,0.0000,2013-08-27,0.0000,0.0000,0.0000,0.0000,0.0000,0.00000,0.0000,0.0000,0,0.0000,1.0000,0.0000,0.0000,1993-02-01,0.0000,0.0000,0.0000,0.0000,20.5667,
last_18mon,0.0000,2013-08-27,0.0000,1.0000,3,0.0096,123.5000,0.00133,1.0000,-0.0168,4,1.3168,1.0051,0.0002,0.1186,1993-02-01,0.0047,0.0106,0.1945,0.7500,20.5667,
mon10,0.0000,2013-08-27,0.0000,0.0000,1.0000,0.0157,0.0000,0.01567,1.0000,0.0000,1,inf,1.0157,0.0016,0.0000,1993-02-01,0.0000,0.0000,0.0486,1.0000,20.5667,
mon11,0.0000,2013-08-27,0.0000,0.0000,5.0000,0.0305,1019.8000,0.01506,1.0000,0.0000,5,inf,1.0773,0.0050,1.3599,1993-02-01,0.0064,0.0110,0.2431,1.0000,20.5667,
mon12,-0.1167,2013-08-27,-0.0103,2.0000,0.0000,0.0000,177.5000,-0.00955,1.5000,-0.0103,2,0.0000,0.9810,-0.0012,-12.1994,1993-02-01,0.0003,0.0008,0.0972,0.0000,20.5667,
losers,-0.0569,2013-08-27,-0.0859,11.0000,0.0000,0.0000,527.8182,-0.00847,1.0909,-0.0274,11,0.0000,0.9103,-0.0049,-1.0527,1993-02-01,0.0062,0.0081,0.5348,0.0000,20.5667,
wkd03,0.0000,2013-08-27,0.0000,0.0000,0.0000,0.0000,0.0000,0.00000,0.0000,0.0000,0,0.0000,1.0000,0.0000,0.0000,1993-02-01,0.0000,0.0000,0.0000,0.0000,20.5667,
wkd02,0.0000,2013-08-27,0.0000,0.0000,0.0000,0.0000,0.0000,0.00000,0.0000,0.0000,0,0.0000,1.0000,0.0000,0.0000,1993-02-01,0.0000,0.0000,0.0000,0.0000,20.5667,
wkd01,0.0000,2013-08-27,0.0000,0.0000,0.0000,0.0000,0.0000,0.00000,0.0000,0.0000,0,0.0000,1.0000,0.0000,0.0000,1993-02-01,0.0000,0.0000,0.0000,0.0000,20.5667,
wkd00,0.4272,2013-08-27,-0.0274,2,4,0.0465,214.7647,0.00718,1.0294,-0.0274,34,3.6188,1.2698,0.0117,0.4391,1993-02-01,0.0208,0.0162,1.6532,0.6765,20.5667,
wkd04,0.0000,2013-08-27,0.0000,0.0000,0.0000,0.0000,0.0000,0.00000,0.0000,0.0000,0,0.0000,1.0000,0.0000,0.0000,1993-02-01,0.0000,0.0000,0.0000,0.0000,20.5667,
