Date,state
1998-08-05 00:00:00,dow-2  :  LH-4  :  LL-4  :  cc-dir-1  :  co-dir-1  :  oc-dir-1  :  cc-dir-consec-1  :  co-dir-consec-2  :  oc-dir-consec-1  :  gap-filled-3  :  iLT-103  :  HT-1  :  sma10-2  :  sma20-2  :  sma50-2  :  sma200-1  :  sma10-consec-12  :  sma20-consec-10  :  sma50-consec-4  :  sma200-consec-510,
1998-08-06 00:00:00,dow-3  :  HH-1  :  HL-1  :  cc-dir-1  :  co-dir-2  :  oc-dir-1  :  cc-dir-consec-2  :  co-dir-consec-1  :  oc-dir-consec-2  :  gap-filled-4  :  iHT-1  :  HT-2  :  sma10-2  :  sma20-2  :  sma50-2  :  sma200-1  :  sma10-consec-13  :  sma20-consec-11  :  sma50-consec-5  :  sma200-consec-511,
1998-08-07 00:00:00,dow-4  :  HH-2  :  HL-2  :  cc-dir-1  :  co-dir-1  :  oc-dir-2  :  cc-dir-consec-3  :  co-dir-consec-1  :  oc-dir-consec-1  :  gap-filled-5  :  iHT-2  :  HT-3  :  sma10-2  :  sma20-2  :  sma50-2  :  sma200-1  :  sma10-consec-14  :  sma20-consec-12  :  sma50-consec-6  :  sma200-consec-512,
1998-08-10 00:00:00,LH-1  :  LL-1  :  cc-dir-2  :  co-dir-2  :  oc-dir-2  :  cc-dir-consec-1  :  co-dir-consec-1  :  oc-dir-consec-2  :  gap-filled-6  :  iLT-1  :  LT-2  :  sma10-2  :  sma20-2  :  sma50-2  :  sma200-1  :  sma10-consec-15  :  sma20-consec-13  :  sma50-consec-7  :  sma200-consec-513,
1998-08-11 00:00:00,dow-1  :  LH-2  :  LL-2  :  cc-dir-2  :  co-dir-2  :  oc-dir-1  :  cc-dir-consec-2  :  co-dir-consec-2  :  oc-dir-consec-1  :  gap-filled-1  :  iLT-107  :  LT-106  :  L10-1  :  L20-1  :  L50-1  :  sma10-2  :  sma20-2  :  sma50-2  :  sma200-1  :  sma10-consec-16  :  sma20-consec-14  :  sma50-consec-8  :  sma200-consec-514,
1998-08-12 00:00:00,dow-2  :  HH-1  :  HL-1  :  cc-dir-1  :  co-dir-1  :  oc-dir-1  :  cc-dir-consec-1  :  co-dir-consec-1  :  oc-dir-consec-2  :  gap-filled-1  :  iHT-1  :  HT-2  :  sma10-2  :  sma20-2  :  sma50-2  :  sma200-1  :  sma10-consec-17  :  sma20-consec-15  :  sma50-consec-9  :  sma200-consec-515,
1998-08-13 00:00:00,dow-3  :  OB-1  :  HH-2  :  LL-1  :  cc-dir-2  :  co-dir-1  :  oc-dir-2  :  cc-dir-consec-1  :  co-dir-consec-2  :  oc-dir-consec-1  :  gap-filled-2  :  iLT-1  :  iHT-2  :  LT-1  :  sma10-2  :  sma20-2  :  sma50-2  :  sma200-1  :  sma10-consec-18  :  sma20-consec-16  :  sma50-consec-10  :  sma200-consec-516,
1998-08-14 00:00:00,dow-4  :  LH-1  :  LL-2  :  cc-dir-2  :  co-dir-1  :  oc-dir-2  :  cc-dir-consec-2  :  co-dir-consec-3  :  oc-dir-consec-2  :  gap-filled-3  :  iLT-2  :  LT-110  :  L10-1  :  L20-1  :  L50-1  :  sma10-2  :  sma20-2  :  sma50-2  :  sma200-1  :  sma10-consec-19  :  sma20-consec-17  :  sma50-consec-11  :  sma200-consec-517,
1998-08-17 00:00:00,OB-1  :  HH-1  :  LL-3  :  cc-dir-1  :  co-dir-2  :  oc-dir-1  :  cc-dir-consec-1  :  co-dir-consec-1  :  oc-dir-consec-1  :  gap-filled-4  :  iLT-3  :  iHT-1  :  HT-2  :  sma10-1  :  sma20-2  :  sma50-2  :  sma200-1  :  sma10-consec-1  :  sma20-consec-18  :  sma50-consec-12  :  sma200-consec-518,
1998-08-18 00:00:00,dow-1  :  HH-2  :  HL-1  :  cc-dir-1  :  co-dir-1  :  oc-dir-1  :  cc-dir-consec-2  :  co-dir-consec-1  :  oc-dir-consec-2  :  gap-filled-1  :  iHT-6  :  HT-10  :  H10-1  :  sma10-1  :  sma20-2  :  sma50-2  :  sma200-1  :  sma10-consec-2  :  sma20-consec-19  :  sma50-consec-13  :  sma200-consec-519,
1998-08-19 00:00:00,dow-2  :  HH-3  :  HL-2  :  cc-dir-2  :  co-dir-1  :  oc-dir-2  :  cc-dir-consec-1  :  co-dir-consec-2  :  oc-dir-consec-1  :  gap-filled-2  :  iHT-10  :  LT-1  :  sma10-1  :  sma20-2  :  sma50-2  :  sma200-1  :  sma10-consec-3  :  sma20-consec-20  :  sma50-consec-14  :  sma200-consec-520,
1998-08-20 00:00:00,dow-3  :  LH-1  :  LL-1  :  cc-dir-2  :  co-dir-2  :  oc-dir-2  :  cc-dir-consec-2  :  co-dir-consec-1  :  oc-dir-consec-2  :  gap-filled-3  :  iLT-1  :  LT-2  :  sma10-1  :  sma20-2  :  sma50-2  :  sma200-1  :  sma10-consec-4  :  sma20-consec-21  :  sma50-consec-15  :  sma200-consec-521,
1998-08-21 00:00:00,dow-4  :  LH-2  :  LL-2  :  cc-dir-2  :  co-dir-2  :  oc-dir-1  :  cc-dir-consec-3  :  co-dir-consec-2  :  oc-dir-consec-1  :  gap-filled-1  :  iLT-3  :  LT-3  :  sma10-1  :  sma20-2  :  sma50-2  :  sma200-1  :  sma10-consec-5  :  sma20-consec-22  :  sma50-consec-16  :  sma200-consec-522,
1998-08-24 00:00:00,HH-1  :  HL-1  :  cc-dir-1  :  co-dir-1  :  cc-dir-consec-1  :  co-dir-consec-1  :  oc-dir-consec-1  :  gap-filled-2  :  iHT-1  :  HT-1  :  sma10-1  :  sma20-2  :  sma50-2  :  sma200-1  :  sma10-consec-6  :  sma20-consec-23  :  sma50-consec-17  :  sma200-consec-523,
1998-08-25 00:00:00,dow-1  :  HH-2  :  HL-2  :  cc-dir-1  :  co-dir-1  :  oc-dir-2  :  cc-dir-consec-2  :  co-dir-consec-2  :  oc-dir-consec-1  :  gap-filled-3  :  iHT-14  :  HT-3  :  sma10-1  :  sma20-1  :  sma50-2  :  sma200-1  :  sma10-consec-7  :  sma20-consec-1  :  sma50-consec-18  :  sma200-consec-524,
1998-08-26 00:00:00,dow-2  :  LH-1  :  LL-1  :  cc-dir-2  :  co-dir-2  :  oc-dir-1  :  cc-dir-consec-1  :  co-dir-consec-1  :  oc-dir-consec-1  :  gap-filled-4  :  iLT-2  :  LT-2  :  sma10-1  :  sma20-2  :  sma50-2  :  sma200-1  :  sma10-consec-8  :  sma20-consec-1  :  sma50-consec-19  :  sma200-consec-525,
1998-08-27 00:00:00,dow-3  :  LH-2  :  LL-2  :  cc-dir-2  :  co-dir-2  :  oc-dir-2  :  cc-dir-consec-2  :  co-dir-consec-2  :  oc-dir-consec-1  :  gap-filled-1  :  iLT-121  :  LT-128  :  L10-1  :  L20-1  :  L50-1  :  iL10-1  :  iL20-1  :  iL50-1  :  sma10-2  :  sma20-2  :  sma50-2  :  sma200-2  :  sma10-consec-1  :  sma20-consec-2  :  sma50-consec-20  :  sma200-consec-1,
1998-08-28 00:00:00,dow-4  :  LH-3  :  LL-3  :  cc-dir-2  :  co-dir-1  :  oc-dir-2  :  cc-dir-consec-3  :  co-dir-consec-1  :  oc-dir-consec-2  :  gap-filled-2  :  iLT-134  :  LT-129  :  L10-1  :  L20-1  :  L50-1  :  iL10-1  :  iL20-1  :  iL50-1  :  sma10-2  :  sma20-2  :  sma50-2  :  sma200-2  :  sma10-consec-2  :  sma20-consec-3  :  sma50-consec-21  :  sma200-consec-2,
1998-08-31 00:00:00,LH-4  :  LL-4  :  cc-dir-2  :  co-dir-1  :  oc-dir-2  :  cc-dir-consec-4  :  co-dir-consec-2  :  oc-dir-consec-3  :  gap-filled-3  :  iLT-151  :  LT-150  :  L10-1  :  L20-1  :  L50-1  :  iL10-1  :  iL20-1  :  iL50-1  :  sma10-2  :  sma20-2  :  sma50-2  :  sma200-2  :  sma10-consec-3  :  sma20-consec-4  :  sma50-consec-22  :  sma200-consec-3,
1998-09-01 00:00:00,dow-1  :  LH-5  :  LL-5  :  cc-dir-1  :  co-dir-1  :  oc-dir-1  :  cc-dir-consec-1  :  co-dir-consec-3  :  oc-dir-consec-1  :  gap-filled-4  :  iLT-160  :  HT-1  :  sma10-2  :  sma20-2  :  sma50-2  :  sma200-2  :  sma10-consec-4  :  sma20-consec-5  :  sma50-consec-23  :  sma200-consec-4,
1998-09-02 00:00:00,dow-2  :  HH-1  :  HL-1  :  cc-dir-2  :  co-dir-2  :  oc-dir-2  :  cc-dir-consec-1  :  co-dir-consec-1  :  oc-dir-consec-1  :  gap-filled-5  :  iHT-1  :  LT-1  :  sma10-2  :  sma20-2  :  sma50-2  :  sma200-2  :  sma10-consec-5  :  sma20-consec-6  :  sma50-consec-24  :  sma200-consec-5,
1998-09-03 00:00:00,dow-3  :  LH-1  :  LL-1  :  cc-dir-2  :  co-dir-2  :  oc-dir-1  :  cc-dir-consec-2  :  co-dir-consec-2  :  oc-dir-consec-1  :  gap-filled-6  :  iLT-1  :  LT-2  :  sma10-2  :  sma20-2  :  sma50-2  :  sma200-2  :  sma10-consec-6  :  sma20-consec-7  :  sma50-consec-25  :  sma200-consec-6,
1998-09-04 00:00:00,dow-4  :  OB-1  :  HH-1  :  LL-2  :  cc-dir-2  :  co-dir-1  :  oc-dir-2  :  cc-dir-consec-3  :  co-dir-consec-1  :  oc-dir-consec-1  :  gap-filled-7  :  iLT-2  :  iHT-1  :  LT-3  :  sma10-2  :  sma20-2  :  sma50-2  :  sma200-2  :  sma10-consec-7  :  sma20-consec-8  :  sma50-consec-26  :  sma200-consec-7,
1998-09-08 00:00:00,dow-1  :  HH-2  :  HL-1  :  cc-dir-1  :  co-dir-1  :  oc-dir-1  :  cc-dir-consec-1  :  co-dir-consec-2  :  oc-dir-consec-1  :  gap-filled-1  :  iHT-4  :  HT-5  :  sma10-1  :  sma20-2  :  sma50-2  :  sma200-2  :  sma10-consec-1  :  sma20-consec-9  :  sma50-consec-27  :  sma200-consec-8,
1998-09-09 00:00:00,dow-2  :  HH-3  :  HL-2  :  cc-dir-2  :  co-dir-2  :  oc-dir-2  :  cc-dir-consec-1  :  co-dir-consec-1  :  oc-dir-consec-1  :  gap-filled-2  :  iHT-5  :  LT-1  :  sma10-2  :  sma20-2  :  sma50-2  :  sma200-2  :  sma10-consec-1  :  sma20-consec-10  :  sma50-consec-28  :  sma200-consec-9,
1998-09-10 00:00:00,dow-3  :  LH-1  :  LL-1  :  cc-dir-2  :  co-dir-2  :  oc-dir-1  :  cc-dir-consec-2  :  co-dir-consec-2  :  oc-dir-consec-1  :  gap-filled-1  :  iLT-2  :  LT-2  :  sma10-2  :  sma20-2  :  sma50-2  :  sma200-2  :  sma10-consec-2  :  sma20-consec-11  :  sma50-consec-29  :  sma200-consec-10,
1998-09-11 00:00:00,dow-4  :  HH-1  :  HL-1  :  cc-dir-1  :  co-dir-2  :  oc-dir-1  :  cc-dir-consec-1  :  co-dir-consec-3  :  oc-dir-consec-2  :  gap-filled-2  :  iHT-1  :  HT-2  :  sma10-1  :  sma20-2  :  sma50-2  :  sma200-2  :  sma10-consec-1  :  sma20-consec-12  :  sma50-consec-30  :  sma200-consec-11,
1998-09-14 00:00:00,HH-2  :  HL-2  :  cc-dir-1  :  co-dir-1  :  oc-dir-1  :  cc-dir-consec-2  :  co-dir-consec-1  :  oc-dir-consec-3  :  gap-filled-1  :  iHT-9  :  HT-10  :  H10-1  :  sma10-1  :  sma20-2  :  sma50-2  :  sma200-2  :  sma10-consec-2  :  sma20-consec-13  :  sma50-consec-31  :  sma200-consec-12,
1998-09-15 00:00:00,dow-1  :  IB-1  :  HL-3  :  LH-1  :  cc-dir-1  :  co-dir-2  :  oc-dir-1  :  cc-dir-consec-3  :  co-dir-consec-1  :  oc-dir-consec-4  :  gap-filled-2  :  HT-12  :  H10-1  :  sma10-1  :  sma20-1  :  sma50-2  :  sma200-2  :  sma10-consec-3  :  sma20-consec-1  :  sma50-consec-32  :  sma200-consec-13,
1998-09-16 00:00:00,dow-2  :  HH-1  :  HL-4  :  cc-dir-1  :  co-dir-1  :  oc-dir-1  :  cc-dir-consec-4  :  co-dir-consec-1  :  oc-dir-consec-5  :  gap-filled-3  :  iHT-11  :  HT-13  :  H10-1  :  iH10-1  :  sma10-1  :  sma20-1  :  sma50-2  :  sma200-2  :  sma10-consec-4  :  sma20-consec-2  :  sma50-consec-33  :  sma200-consec-14,
1998-09-17 00:00:00,dow-3  :  LH-1  :  LL-1  :  cc-dir-2  :  co-dir-2  :  oc-dir-2  :  cc-dir-consec-1  :  co-dir-consec-1  :  oc-dir-consec-1  :  gap-filled-1  :  iLT-3  :  LT-3  :  sma10-1  :  sma20-2  :  sma50-2  :  sma200-2  :  sma10-consec-5  :  sma20-consec-1  :  sma50-consec-34  :  sma200-consec-15,
1998-09-18 00:00:00,dow-4  :  LH-2  :  LL-2  :  cc-dir-1  :  co-dir-1  :  oc-dir-2  :  cc-dir-consec-1  :  co-dir-consec-1  :  oc-dir-consec-2  :  gap-filled-2  :  iLT-4  :  HT-1  :  sma10-1  :  sma20-2  :  sma50-2  :  sma200-2  :  sma10-consec-6  :  sma20-consec-2  :  sma50-consec-35  :  sma200-consec-16,
1998-09-21 00:00:00,OB-1  :  HH-1  :  LL-3  :  cc-dir-2  :  co-dir-2  :  oc-dir-1  :  cc-dir-consec-1  :  co-dir-consec-1  :  oc-dir-consec-1  :  gap-filled-3  :  iLT-5  :  iHT-2  :  LT-1  :  sma10-2  :  sma20-2  :  sma50-2  :  sma200-2  :  sma10-consec-1  :  sma20-consec-3  :  sma50-consec-36  :  sma200-consec-17,
1998-09-22 00:00:00,dow-1  :  HH-2  :  HL-1  :  cc-dir-1  :  co-dir-1  :  oc-dir-2  :  cc-dir-consec-1  :  co-dir-consec-1  :  oc-dir-consec-1  :  gap-filled-1  :  iHT-3  :  HT-3  :  sma10-1  :  sma20-1  :  sma50-2  :  sma200-2  :  sma10-consec-1  :  sma20-consec-1  :  sma50-consec-37  :  sma200-consec-18,
1998-09-23 00:00:00,dow-2  :  HH-3  :  HL-2  :  cc-dir-1  :  co-dir-1  :  oc-dir-1  :  cc-dir-consec-2  :  co-dir-consec-2  :  oc-dir-consec-1  :  gap-filled-1  :  iHT-17  :  HT-18  :  H10-1  :  iH10-1  :  sma10-1  :  sma20-1  :  sma50-2  :  sma200-1  :  sma10-consec-2  :  sma20-consec-2  :  sma50-consec-38  :  sma200-consec-1,
1998-09-24 00:00:00,dow-3  :  LH-1  :  LL-1  :  cc-dir-2  :  co-dir-2  :  oc-dir-2  :  cc-dir-consec-1  :  co-dir-consec-1  :  oc-dir-consec-1  :  gap-filled-1  :  iLT-1  :  LT-1  :  sma10-1  :  sma20-1  :  sma50-2  :  sma200-2  :  sma10-consec-3  :  sma20-consec-3  :  sma50-consec-39  :  sma200-consec-1,
1998-09-25 00:00:00,dow-4  :  LH-2  :  LL-2  :  cc-dir-2  :  co-dir-2  :  oc-dir-1  :  cc-dir-consec-2  :  co-dir-consec-2  :  oc-dir-consec-1  :  gap-filled-2  :  iLT-2  :  LT-2  :  sma10-1  :  sma20-1  :  sma50-2  :  sma200-2  :  sma10-consec-4  :  sma20-consec-4  :  sma50-consec-40  :  sma200-consec-2,
1998-09-28 00:00:00,HH-1  :  HL-1  :  cc-dir-1  :  co-dir-1  :  oc-dir-2  :  cc-dir-consec-1  :  co-dir-consec-1  :  oc-dir-consec-1  :  gap-filled-3  :  iHT-1  :  HT-2  :  sma10-1  :  sma20-1  :  sma50-2  :  sma200-2  :  sma10-consec-5  :  sma20-consec-5  :  sma50-consec-41  :  sma200-consec-3,
1998-09-29 00:00:00,dow-1  :  LH-1  :  LL-1  :  cc-dir-2  :  co-dir-1  :  oc-dir-2  :  cc-dir-consec-1  :  co-dir-consec-2  :  oc-dir-consec-2  :  gap-filled-4  :  iLT-1  :  LT-1  :  sma10-1  :  sma20-1  :  sma50-2  :  sma200-2  :  sma10-consec-6  :  sma20-consec-6  :  sma50-consec-42  :  sma200-consec-4,
1998-09-30 00:00:00,dow-2  :  LH-2  :  LL-2  :  cc-dir-2  :  co-dir-2  :  oc-dir-2  :  cc-dir-consec-2  :  co-dir-consec-1  :  oc-dir-consec-3  :  gap-filled-1  :  iLT-6  :  LT-12  :  L10-1  :  sma10-2  :  sma20-2  :  sma50-2  :  sma200-2  :  sma10-consec-1  :  sma20-consec-1  :  sma50-consec-43  :  sma200-consec-5,
1998-10-01 00:00:00,dow-3  :  LH-3  :  LL-3  :  cc-dir-2  :  co-dir-2  :  oc-dir-2  :  cc-dir-consec-3  :  co-dir-consec-2  :  oc-dir-consec-4  :  gap-filled-1  :  iLT-13  :  LT-14  :  L10-1  :  iL10-1  :  sma10-2  :  sma20-2  :  sma50-2  :  sma200-2  :  sma10-consec-2  :  sma20-consec-2  :  sma50-consec-44  :  sma200-consec-6,
1998-10-02 00:00:00,dow-4  :  LH-4  :  LL-4  :  cc-dir-1  :  co-dir-1  :  oc-dir-1  :  cc-dir-consec-1  :  co-dir-consec-1  :  oc-dir-consec-1  :  gap-filled-2  :  iLT-14  :  HT-1  :  sma10-2  :  sma20-2  :  sma50-2  :  sma200-2  :  sma10-consec-3  :  sma20-consec-3  :  sma50-consec-45  :  sma200-consec-7,
1998-10-05 00:00:00,LH-5  :  LL-5  :  cc-dir-2  :  co-dir-2  :  oc-dir-2  :  cc-dir-consec-1  :  co-dir-consec-1  :  oc-dir-consec-1  :  gap-filled-1  :  iLT-19  :  LT-16  :  L10-1  :  sma10-2  :  sma20-2  :  sma50-2  :  sma200-2  :  sma10-consec-4  :  sma20-consec-4  :  sma50-consec-46  :  sma200-consec-8,
1998-10-06 00:00:00,dow-1  :  HH-1  :  HL-1  :  cc-dir-2  :  co-dir-1  :  oc-dir-2  :  cc-dir-consec-2  :  co-dir-consec-1  :  oc-dir-consec-2  :  gap-filled-2  :  iHT-2  :  LT-17  :  L10-1  :  sma10-2  :  sma20-2  :  sma50-2  :  sma200-2  :  sma10-consec-5  :  sma20-consec-5  :  sma50-consec-47  :  sma200-consec-9,
1998-10-07 00:00:00,dow-2  :  LH-1  :  LL-1  :  cc-dir-2  :  co-dir-1  :  oc-dir-2  :  cc-dir-consec-3  :  co-dir-consec-2  :  oc-dir-consec-3  :  gap-filled-3  :  iLT-21  :  LT-25  :  L10-1  :  L20-1  :  sma10-2  :  sma20-2  :  sma50-2  :  sma200-2  :  sma10-consec-6  :  sma20-consec-6  :  sma50-consec-48  :  sma200-consec-10,
1998-10-08 00:00:00,dow-3  :  LH-2  :  LL-2  :  cc-dir-2  :  co-dir-2  :  oc-dir-1  :  cc-dir-consec-4  :  co-dir-consec-1  :  oc-dir-consec-1  :  gap-filled-1  :  iLT-186  :  LT-26  :  L10-1  :  L20-1  :  sma10-2  :  sma20-2  :  sma50-2  :  sma200-2  :  sma10-consec-7  :  sma20-consec-7  :  sma50-consec-49  :  sma200-consec-11,
1998-10-09 00:00:00,dow-4  :  HH-1  :  HL-1  :  cc-dir-1  :  co-dir-1  :  oc-dir-1  :  cc-dir-consec-1  :  co-dir-consec-1  :  oc-dir-consec-2  :  gap-filled-2  :  iHT-1  :  HT-2  :  sma10-2  :  sma20-2  :  sma50-2  :  sma200-2  :  sma10-consec-8  :  sma20-consec-8  :  sma50-consec-50  :  sma200-consec-12,
1998-10-12 00:00:00,HH-2  :  HL-2  :  cc-dir-1  :  co-dir-1  :  oc-dir-2  :  cc-dir-consec-2  :  co-dir-consec-2  :  oc-dir-consec-1  :  gap-filled-1  :  iHT-6  :  HT-5  :  sma10-1  :  sma20-2  :  sma50-2  :  sma200-2  :  sma10-consec-1  :  sma20-consec-9  :  sma50-consec-51  :  sma200-consec-13,
1998-10-13 00:00:00,dow-1  :  LH-1  :  LL-1  :  cc-dir-2  :  co-dir-2  :  oc-dir-1  :  cc-dir-consec-1  :  co-dir-consec-1  :  oc-dir-consec-1  :  gap-filled-2  :  iLT-1  :  LT-1  :  sma10-1  :  sma20-2  :  sma50-2  :  sma200-2  :  sma10-consec-2  :  sma20-consec-10  :  sma50-consec-52  :  sma200-consec-14,
1998-10-14 00:00:00,dow-2  :  HH-1  :  HL-1  :  cc-dir-1  :  co-dir-2  :  oc-dir-1  :  cc-dir-consec-1  :  co-dir-consec-2  :  oc-dir-consec-2  :  gap-filled-3  :  iHT-9  :  HT-7  :  sma10-1  :  sma20-2  :  sma50-2  :  sma200-2  :  sma10-consec-3  :  sma20-consec-11  :  sma50-consec-53  :  sma200-consec-15,
1998-10-15 00:00:00,dow-3  :  HH-2  :  HL-2  :  cc-dir-1  :  co-dir-2  :  oc-dir-1  :  cc-dir-consec-2  :  co-dir-consec-3  :  oc-dir-consec-3  :  gap-filled-4  :  iHT-33  :  HT-15  :  H10-1  :  iH10-1  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-2  :  sma10-consec-4  :  sma20-consec-1  :  sma50-consec-1  :  sma200-consec-16,
1998-10-16 00:00:00,dow-4  :  IB-1  :  HL-3  :  LH-1  :  cc-dir-1  :  co-dir-1  :  oc-dir-2  :  cc-dir-consec-3  :  co-dir-consec-1  :  oc-dir-consec-1  :  gap-filled-5  :  HT-16  :  H10-1  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-2  :  sma10-consec-5  :  sma20-consec-2  :  sma50-consec-2  :  sma200-consec-17,
1998-10-19 00:00:00,HH-1  :  HL-4  :  cc-dir-1  :  co-dir-2  :  oc-dir-1  :  cc-dir-consec-4  :  co-dir-consec-1  :  oc-dir-consec-1  :  gap-filled-6  :  iHT-1  :  HT-17  :  H10-1  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-2  :  sma10-consec-6  :  sma20-consec-3  :  sma50-consec-3  :  sma200-consec-18,
1998-10-20 00:00:00,dow-1  :  HH-2  :  HL-5  :  cc-dir-1  :  co-dir-1  :  oc-dir-2  :  cc-dir-consec-5  :  co-dir-consec-1  :  oc-dir-consec-1  :  gap-filled-7  :  iHT-37  :  HT-18  :  H10-1  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-2  :  sma10-consec-7  :  sma20-consec-4  :  sma50-consec-4  :  sma200-consec-19,
1998-10-21 00:00:00,dow-2  :  LH-1  :  LL-1  :  cc-dir-2  :  co-dir-2  :  oc-dir-2  :  cc-dir-consec-1  :  co-dir-consec-1  :  oc-dir-consec-2  :  gap-filled-8  :  iLT-1  :  LT-1  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-2  :  sma10-consec-8  :  sma20-consec-5  :  sma50-consec-5  :  sma200-consec-20,
1998-10-22 00:00:00,dow-3  :  HH-1  :  HL-1  :  cc-dir-1  :  co-dir-1  :  oc-dir-1  :  cc-dir-consec-1  :  co-dir-consec-1  :  oc-dir-consec-1  :  gap-filled-9  :  iHT-1  :  HT-39  :  H10-1  :  H20-1  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-1  :  sma10-consec-9  :  sma20-consec-6  :  sma50-consec-6  :  sma200-consec-1,
1998-10-23 00:00:00,dow-4  :  IB-1  :  HL-2  :  LH-1  :  cc-dir-2  :  co-dir-2  :  oc-dir-2  :  cc-dir-consec-1  :  co-dir-consec-1  :  oc-dir-consec-1  :  gap-filled-1  :  LT-1  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-2  :  sma10-consec-10  :  sma20-consec-7  :  sma50-consec-7  :  sma200-consec-1,
1998-10-26 00:00:00,HH-1  :  cc-dir-1  :  co-dir-1  :  oc-dir-2  :  cc-dir-consec-1  :  co-dir-consec-1  :  oc-dir-consec-2  :  gap-filled-2  :  iHT-1  :  HT-1  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-1  :  sma10-consec-11  :  sma20-consec-8  :  sma50-consec-8  :  sma200-consec-1,
1998-10-27 00:00:00,dow-1  :  OB-1  :  HH-2  :  LL-1  :  cc-dir-2  :  co-dir-1  :  oc-dir-2  :  cc-dir-consec-1  :  co-dir-consec-2  :  oc-dir-consec-3  :  gap-filled-3  :  iLT-2  :  iHT-42  :  LT-1  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-2  :  sma10-consec-12  :  sma20-consec-9  :  sma50-consec-9  :  sma200-consec-1,
1998-10-28 00:00:00,dow-2  :  LH-1  :  LL-2  :  cc-dir-2  :  co-dir-2  :  oc-dir-1  :  cc-dir-consec-2  :  co-dir-consec-1  :  oc-dir-consec-1  :  gap-filled-4  :  iLT-4  :  LT-4  :  sma10-2  :  sma20-1  :  sma50-1  :  sma200-2  :  sma10-consec-1  :  sma20-consec-10  :  sma50-consec-10  :  sma200-consec-2,
1998-10-29 00:00:00,dow-3  :  HH-1  :  HL-1  :  cc-dir-1  :  co-dir-1  :  oc-dir-1  :  cc-dir-consec-1  :  co-dir-consec-1  :  oc-dir-consec-2  :  gap-filled-5  :  iHT-44  :  HT-45  :  H10-1  :  H20-1  :  iH10-1  :  iH20-1  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-1  :  sma10-consec-1  :  sma20-consec-11  :  sma50-consec-11  :  sma200-consec-1,
1998-10-30 00:00:00,dow-4  :  HH-2  :  HL-2  :  cc-dir-1  :  co-dir-1  :  oc-dir-2  :  cc-dir-consec-2  :  co-dir-consec-2  :  oc-dir-consec-1  :  gap-filled-1  :  iHT-46  :  HT-50  :  H10-1  :  H20-1  :  H50-1  :  iH10-1  :  iH20-1  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-1  :  sma10-consec-2  :  sma20-consec-12  :  sma50-consec-12  :  sma200-consec-2,
1998-11-02 00:00:00,HH-3  :  HL-3  :  cc-dir-1  :  co-dir-1  :  oc-dir-1  :  cc-dir-consec-3  :  co-dir-consec-3  :  oc-dir-consec-1  :  gap-filled-1  :  iHT-62  :  HT-65  :  H10-1  :  H20-1  :  H50-1  :  iH10-1  :  iH20-1  :  iH50-1  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-1  :  sma10-consec-3  :  sma20-consec-13  :  sma50-consec-13  :  sma200-consec-3,
1998-11-03 00:00:00,dow-1  :  IB-1  :  HL-4  :  LH-1  :  cc-dir-2  :  co-dir-2  :  oc-dir-2  :  cc-dir-consec-1  :  co-dir-consec-1  :  oc-dir-consec-1  :  gap-filled-1  :  LT-1  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-1  :  sma10-consec-4  :  sma20-consec-14  :  sma50-consec-14  :  sma200-consec-4,
1998-11-04 00:00:00,dow-2  :  HH-1  :  HL-5  :  cc-dir-1  :  co-dir-1  :  oc-dir-2  :  cc-dir-consec-1  :  co-dir-consec-1  :  oc-dir-consec-2  :  gap-filled-1  :  iHT-66  :  HT-67  :  H10-1  :  H20-1  :  H50-1  :  iH10-1  :  iH20-1  :  iH50-1  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-1  :  sma10-consec-5  :  sma20-consec-15  :  sma50-consec-15  :  sma200-consec-5,
1998-11-05 00:00:00,dow-3  :  HH-2  :  HL-6  :  cc-dir-1  :  co-dir-2  :  oc-dir-1  :  cc-dir-consec-2  :  co-dir-consec-1  :  oc-dir-consec-1  :  gap-filled-2  :  iHT-67  :  HT-68  :  H10-1  :  H20-1  :  H50-1  :  iH10-1  :  iH20-1  :  iH50-1  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-1  :  sma10-consec-6  :  sma20-consec-16  :  sma50-consec-16  :  sma200-consec-6,
