Date,state
2003-08-01 00:00:00,dow-4  :  LH-1  :  LL-1  :  cc-dir-2  :  co-dir-2  :  oc-dir-2  :  cc-dir-consec-1  :  co-dir-consec-1  :  oc-dir-consec-5  :  gap-filled-2  :  iLT-4  :  LT-5  :  sma10-2  :  sma20-2  :  sma50-2  :  sma200-1  :  sma10-consec-1  :  sma20-consec-4  :  sma50-consec-1  :  sma200-consec-74,
2003-08-04 00:00:00,LH-2  :  LL-2  :  co-dir-2  :  oc-dir-1  :  cc-dir-consec-1  :  co-dir-consec-2  :  oc-dir-consec-1  :  gap-filled-3  :  iLT-22  :  sma10-2  :  sma20-2  :  sma50-2  :  sma200-1  :  sma10-consec-2  :  sma20-consec-5  :  sma50-consec-2  :  sma200-consec-75,
2003-08-05 00:00:00,dow-1  :  LH-3  :  LL-3  :  cc-dir-2  :  co-dir-2  :  oc-dir-2  :  cc-dir-consec-1  :  co-dir-consec-3  :  oc-dir-consec-1  :  gap-filled-4  :  iLT-45  :  LT-46  :  L10-1  :  L20-1  :  iL10-1  :  iL20-1  :  sma10-2  :  sma20-2  :  sma50-2  :  sma200-1  :  sma10-consec-3  :  sma20-consec-6  :  sma50-consec-3  :  sma200-consec-76,
2003-08-06 00:00:00,dow-2  :  IB-1  :  HL-1  :  LH-4  :  cc-dir-1  :  co-dir-1  :  oc-dir-1  :  cc-dir-consec-1  :  co-dir-consec-1  :  oc-dir-consec-1  :  gap-filled-5  :  HT-1  :  sma10-2  :  sma20-2  :  sma50-2  :  sma200-1  :  sma10-consec-4  :  sma20-consec-7  :  sma50-consec-4  :  sma200-consec-77,
2003-08-07 00:00:00,dow-3  :  HH-1  :  HL-2  :  cc-dir-1  :  co-dir-1  :  oc-dir-1  :  cc-dir-consec-2  :  co-dir-consec-2  :  oc-dir-consec-2  :  gap-filled-6  :  iHT-1  :  HT-2  :  sma10-2  :  sma20-2  :  sma50-2  :  sma200-1  :  sma10-consec-5  :  sma20-consec-8  :  sma50-consec-5  :  sma200-consec-78,
2003-08-08 00:00:00,dow-4  :  HH-2  :  HL-3  :  cc-dir-1  :  co-dir-1  :  oc-dir-2  :  cc-dir-consec-3  :  co-dir-consec-3  :  oc-dir-consec-1  :  gap-filled-7  :  iHT-2  :  HT-3  :  sma10-2  :  sma20-2  :  sma50-2  :  sma200-1  :  sma10-consec-6  :  sma20-consec-9  :  sma50-consec-6  :  sma200-consec-79,
2003-08-11 00:00:00,HH-3  :  HL-4  :  cc-dir-1  :  co-dir-2  :  oc-dir-1  :  cc-dir-consec-4  :  co-dir-consec-1  :  oc-dir-consec-1  :  gap-filled-8  :  iHT-5  :  HT-6  :  sma10-1  :  sma20-2  :  sma50-2  :  sma200-1  :  sma10-consec-1  :  sma20-consec-10  :  sma50-consec-7  :  sma200-consec-80,
2003-08-12 00:00:00,dow-1  :  HH-4  :  HL-5  :  cc-dir-1  :  co-dir-1  :  oc-dir-1  :  cc-dir-consec-5  :  co-dir-consec-1  :  oc-dir-consec-2  :  gap-filled-9  :  iHT-7  :  HT-10  :  H10-1  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-1  :  sma10-consec-2  :  sma20-consec-1  :  sma50-consec-1  :  sma200-consec-81,
2003-08-13 00:00:00,dow-2  :  HH-5  :  HL-6  :  cc-dir-2  :  co-dir-1  :  oc-dir-2  :  cc-dir-consec-1  :  co-dir-consec-2  :  oc-dir-consec-1  :  gap-filled-10  :  iHT-8  :  LT-1  :  sma10-1  :  sma20-1  :  sma50-2  :  sma200-1  :  sma10-consec-3  :  sma20-consec-2  :  sma50-consec-1  :  sma200-consec-82,
2003-08-14 00:00:00,dow-3  :  LH-1  :  LL-1  :  cc-dir-1  :  co-dir-1  :  oc-dir-1  :  cc-dir-consec-1  :  co-dir-consec-3  :  oc-dir-consec-1  :  gap-filled-11  :  iLT-1  :  HT-1  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-1  :  sma10-consec-4  :  sma20-consec-3  :  sma50-consec-1  :  sma200-consec-83,
2003-08-15 00:00:00,dow-4  :  HH-1  :  HL-1  :  cc-dir-1  :  co-dir-1  :  oc-dir-1  :  cc-dir-consec-2  :  co-dir-consec-4  :  oc-dir-consec-2  :  gap-filled-12  :  iHT-1  :  HT-13  :  H10-1  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-1  :  sma10-consec-5  :  sma20-consec-4  :  sma50-consec-2  :  sma200-consec-84,
2003-08-18 00:00:00,HH-2  :  HL-2  :  cc-dir-1  :  co-dir-1  :  oc-dir-1  :  cc-dir-consec-3  :  co-dir-consec-5  :  oc-dir-consec-3  :  gap-filled-1  :  iHT-11  :  HT-23  :  H10-1  :  H20-1  :  iH10-1  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-1  :  sma10-consec-6  :  sma20-consec-5  :  sma50-consec-3  :  sma200-consec-85,
2003-08-19 00:00:00,dow-1  :  HH-3  :  HL-3  :  cc-dir-1  :  co-dir-1  :  oc-dir-1  :  cc-dir-consec-4  :  co-dir-consec-6  :  oc-dir-consec-4  :  gap-filled-2  :  iHT-15  :  HT-29  :  H10-1  :  H20-1  :  iH10-1  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-1  :  sma10-consec-7  :  sma20-consec-6  :  sma50-consec-4  :  sma200-consec-86,
2003-08-20 00:00:00,dow-2  :  IB-1  :  HL-4  :  LH-1  :  cc-dir-2  :  co-dir-2  :  oc-dir-1  :  cc-dir-consec-1  :  co-dir-consec-1  :  oc-dir-consec-5  :  gap-filled-3  :  LT-2  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-1  :  sma10-consec-8  :  sma20-consec-7  :  sma50-consec-5  :  sma200-consec-87,
2003-08-21 00:00:00,dow-3  :  HH-1  :  HL-5  :  cc-dir-1  :  co-dir-1  :  oc-dir-2  :  cc-dir-consec-1  :  co-dir-consec-1  :  oc-dir-consec-1  :  gap-filled-4  :  iHT-27  :  HT-1  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-1  :  sma10-consec-9  :  sma20-consec-8  :  sma50-consec-6  :  sma200-consec-88,
2003-08-22 00:00:00,dow-4  :  OB-1  :  HH-2  :  LL-1  :  cc-dir-2  :  co-dir-1  :  oc-dir-2  :  cc-dir-consec-1  :  co-dir-consec-2  :  oc-dir-consec-2  :  gap-filled-5  :  iLT-4  :  iHT-28  :  LT-4  :  sma10-2  :  sma20-1  :  sma50-1  :  sma200-1  :  sma10-consec-1  :  sma20-consec-9  :  sma50-consec-7  :  sma200-consec-89,
2003-08-25 00:00:00,LH-1  :  LL-2  :  cc-dir-1  :  co-dir-2  :  oc-dir-1  :  cc-dir-consec-1  :  co-dir-consec-1  :  oc-dir-consec-1  :  gap-filled-6  :  iLT-5  :  HT-1  :  sma10-2  :  sma20-1  :  sma50-1  :  sma200-1  :  sma10-consec-2  :  sma20-consec-10  :  sma50-consec-8  :  sma200-consec-90,
2003-08-26 00:00:00,dow-1  :  LH-2  :  LL-3  :  cc-dir-1  :  co-dir-2  :  oc-dir-1  :  cc-dir-consec-2  :  co-dir-consec-2  :  oc-dir-consec-2  :  gap-filled-7  :  iLT-7  :  HT-2  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-1  :  sma10-consec-1  :  sma20-consec-11  :  sma50-consec-9  :  sma200-consec-91,
2003-08-27 00:00:00,dow-2  :  IB-1  :  HL-1  :  LH-3  :  cc-dir-1  :  co-dir-2  :  oc-dir-1  :  cc-dir-consec-3  :  co-dir-consec-3  :  oc-dir-consec-3  :  gap-filled-8  :  HT-3  :  sma10-2  :  sma20-1  :  sma50-1  :  sma200-1  :  sma10-consec-1  :  sma20-consec-12  :  sma50-consec-10  :  sma200-consec-92,
2003-08-28 00:00:00,dow-3  :  HH-1  :  HL-2  :  cc-dir-1  :  co-dir-1  :  oc-dir-1  :  cc-dir-consec-4  :  co-dir-consec-1  :  oc-dir-consec-4  :  gap-filled-9  :  iHT-3  :  HT-4  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-1  :  sma10-consec-1  :  sma20-consec-13  :  sma50-consec-11  :  sma200-consec-93,
2003-08-29 00:00:00,dow-4  :  HH-2  :  HL-3  :  cc-dir-1  :  co-dir-2  :  oc-dir-1  :  cc-dir-consec-5  :  co-dir-consec-1  :  oc-dir-consec-5  :  gap-filled-10  :  iHT-4  :  HT-50  :  H10-1  :  H20-1  :  H50-1  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-1  :  sma10-consec-2  :  sma20-consec-14  :  sma50-consec-12  :  sma200-consec-94,
2003-09-02 00:00:00,dow-1  :  HH-3  :  HL-4  :  cc-dir-1  :  co-dir-1  :  oc-dir-1  :  cc-dir-consec-6  :  co-dir-consec-1  :  oc-dir-consec-6  :  gap-filled-11  :  iHT-301  :  HT-303  :  H10-1  :  H20-1  :  H50-1  :  iH10-1  :  iH20-1  :  iH50-1  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-1  :  sma10-consec-3  :  sma20-consec-15  :  sma50-consec-13  :  sma200-consec-95,
2003-09-03 00:00:00,dow-2  :  HH-4  :  HL-5  :  cc-dir-1  :  co-dir-1  :  oc-dir-1  :  cc-dir-consec-7  :  co-dir-consec-2  :  oc-dir-consec-7  :  gap-filled-12  :  iHT-303  :  HT-304  :  H10-1  :  H20-1  :  H50-1  :  iH10-1  :  iH20-1  :  iH50-1  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-1  :  sma10-consec-4  :  sma20-consec-16  :  sma50-consec-14  :  sma200-consec-96,
2003-09-04 00:00:00,dow-3  :  LH-1  :  LL-1  :  cc-dir-1  :  co-dir-2  :  oc-dir-1  :  cc-dir-consec-8  :  co-dir-consec-1  :  oc-dir-consec-8  :  gap-filled-13  :  iLT-1  :  HT-305  :  H10-1  :  H20-1  :  H50-1  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-1  :  sma10-consec-5  :  sma20-consec-17  :  sma50-consec-15  :  sma200-consec-97,
2003-09-05 00:00:00,dow-4  :  LL-2  :  cc-dir-2  :  co-dir-2  :  oc-dir-2  :  cc-dir-consec-1  :  co-dir-consec-2  :  oc-dir-consec-1  :  gap-filled-14  :  iLT-2  :  LT-2  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-1  :  sma10-consec-6  :  sma20-consec-18  :  sma50-consec-16  :  sma200-consec-98,
2003-09-08 00:00:00,HH-1  :  HL-1  :  cc-dir-1  :  co-dir-1  :  oc-dir-1  :  cc-dir-consec-1  :  co-dir-consec-1  :  oc-dir-consec-1  :  gap-filled-1  :  iHT-306  :  HT-307  :  H10-1  :  H20-1  :  H50-1  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-1  :  sma10-consec-7  :  sma20-consec-19  :  sma50-consec-17  :  sma200-consec-99,
2003-09-09 00:00:00,dow-1  :  LH-1  :  LL-1  :  cc-dir-2  :  co-dir-2  :  oc-dir-2  :  cc-dir-consec-1  :  co-dir-consec-1  :  oc-dir-consec-1  :  gap-filled-1  :  iLT-1  :  LT-1  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-1  :  sma10-consec-8  :  sma20-consec-20  :  sma50-consec-18  :  sma200-consec-100,
2003-09-10 00:00:00,dow-2  :  LH-2  :  LL-2  :  cc-dir-2  :  co-dir-2  :  oc-dir-2  :  cc-dir-consec-2  :  co-dir-consec-2  :  oc-dir-consec-2  :  gap-filled-1  :  iLT-5  :  LT-6  :  sma10-2  :  sma20-1  :  sma50-1  :  sma200-1  :  sma10-consec-1  :  sma20-consec-21  :  sma50-consec-19  :  sma200-consec-101,
2003-09-11 00:00:00,dow-3  :  IB-1  :  HL-1  :  LH-3  :  cc-dir-1  :  co-dir-1  :  oc-dir-1  :  cc-dir-consec-1  :  co-dir-consec-1  :  oc-dir-consec-1  :  gap-filled-2  :  HT-1  :  sma10-2  :  sma20-1  :  sma50-1  :  sma200-1  :  sma10-consec-2  :  sma20-consec-22  :  sma50-consec-20  :  sma200-consec-102,
2003-09-12 00:00:00,dow-4  :  LH-4  :  LL-1  :  cc-dir-1  :  co-dir-2  :  oc-dir-1  :  cc-dir-consec-2  :  co-dir-consec-1  :  oc-dir-consec-2  :  gap-filled-3  :  iLT-7  :  HT-2  :  sma10-2  :  sma20-1  :  sma50-1  :  sma200-1  :  sma10-consec-3  :  sma20-consec-23  :  sma50-consec-21  :  sma200-consec-103,
2003-09-15 00:00:00,IB-1  :  HL-1  :  LH-5  :  cc-dir-2  :  co-dir-1  :  oc-dir-2  :  cc-dir-consec-1  :  co-dir-consec-1  :  oc-dir-consec-1  :  gap-filled-4  :  LT-2  :  sma10-2  :  sma20-1  :  sma50-1  :  sma200-1  :  sma10-consec-4  :  sma20-consec-24  :  sma50-consec-22  :  sma200-consec-104,
2003-09-16 00:00:00,dow-1  :  HH-1  :  HL-2  :  cc-dir-1  :  co-dir-1  :  oc-dir-1  :  cc-dir-consec-1  :  co-dir-consec-2  :  oc-dir-consec-1  :  gap-filled-1  :  iHT-5  :  HT-5  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-1  :  sma10-consec-1  :  sma20-consec-25  :  sma50-consec-23  :  sma200-consec-105,
2003-09-17 00:00:00,dow-2  :  HH-2  :  HL-3  :  cc-dir-2  :  co-dir-2  :  oc-dir-2  :  cc-dir-consec-1  :  co-dir-consec-1  :  oc-dir-consec-1  :  gap-filled-2  :  iHT-6  :  LT-1  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-1  :  sma10-consec-2  :  sma20-consec-26  :  sma50-consec-24  :  sma200-consec-106,
2003-09-18 00:00:00,dow-3  :  HH-3  :  HL-4  :  cc-dir-1  :  co-dir-1  :  oc-dir-1  :  cc-dir-consec-1  :  co-dir-consec-1  :  oc-dir-consec-1  :  gap-filled-3  :  iHT-315  :  HT-315  :  H10-1  :  H20-1  :  H50-1  :  iH10-1  :  iH20-1  :  iH50-1  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-1  :  sma10-consec-3  :  sma20-consec-27  :  sma50-consec-25  :  sma200-consec-107,
2003-09-19 00:00:00,dow-4  :  IB-1  :  HL-5  :  LH-1  :  cc-dir-2  :  co-dir-2  :  oc-dir-2  :  cc-dir-consec-1  :  co-dir-consec-1  :  oc-dir-consec-1  :  gap-filled-4  :  LT-1  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-1  :  sma10-consec-4  :  sma20-consec-28  :  sma50-consec-26  :  sma200-consec-108,
2003-09-22 00:00:00,LH-2  :  LL-1  :  cc-dir-2  :  co-dir-2  :  oc-dir-2  :  cc-dir-consec-2  :  co-dir-consec-2  :  oc-dir-consec-2  :  gap-filled-1  :  iLT-4  :  LT-4  :  sma10-2  :  sma20-1  :  sma50-1  :  sma200-1  :  sma10-consec-1  :  sma20-consec-29  :  sma50-consec-27  :  sma200-consec-109,
2003-09-23 00:00:00,dow-1  :  HH-1  :  HL-1  :  cc-dir-1  :  co-dir-1  :  oc-dir-1  :  cc-dir-consec-1  :  co-dir-consec-1  :  oc-dir-consec-1  :  gap-filled-2  :  iHT-1  :  HT-1  :  sma10-2  :  sma20-1  :  sma50-1  :  sma200-1  :  sma10-consec-2  :  sma20-consec-30  :  sma50-consec-28  :  sma200-consec-110,
2003-09-24 00:00:00,dow-2  :  LH-1  :  LL-1  :  cc-dir-2  :  co-dir-1  :  oc-dir-2  :  cc-dir-consec-1  :  co-dir-consec-2  :  oc-dir-consec-1  :  gap-filled-3  :  iLT-15  :  LT-17  :  L10-1  :  iL10-1  :  sma10-2  :  sma20-2  :  sma50-1  :  sma200-1  :  sma10-consec-3  :  sma20-consec-1  :  sma50-consec-29  :  sma200-consec-111,
2003-09-25 00:00:00,dow-3  :  LH-2  :  LL-2  :  cc-dir-2  :  co-dir-1  :  oc-dir-2  :  cc-dir-consec-2  :  co-dir-consec-3  :  oc-dir-consec-2  :  gap-filled-4  :  iLT-18  :  LT-19  :  L10-1  :  iL10-1  :  sma10-2  :  sma20-2  :  sma50-2  :  sma200-1  :  sma10-consec-4  :  sma20-consec-2  :  sma50-consec-1  :  sma200-consec-112,
2003-09-26 00:00:00,dow-4  :  LH-3  :  LL-3  :  cc-dir-2  :  co-dir-1  :  oc-dir-2  :  cc-dir-consec-3  :  co-dir-consec-4  :  oc-dir-consec-3  :  gap-filled-5  :  iLT-19  :  LT-22  :  L10-1  :  L20-1  :  iL10-1  :  sma10-2  :  sma20-2  :  sma50-2  :  sma200-1  :  sma10-consec-5  :  sma20-consec-3  :  sma50-consec-2  :  sma200-consec-113,
2003-09-29 00:00:00,OB-1  :  HH-1  :  LL-4  :  cc-dir-1  :  co-dir-1  :  oc-dir-1  :  cc-dir-consec-1  :  co-dir-consec-5  :  oc-dir-consec-1  :  gap-filled-6  :  iLT-20  :  iHT-1  :  HT-2  :  sma10-2  :  sma20-2  :  sma50-1  :  sma200-1  :  sma10-consec-6  :  sma20-consec-4  :  sma50-consec-1  :  sma200-consec-114,
2003-09-30 00:00:00,dow-1  :  LH-1  :  LL-5  :  cc-dir-2  :  co-dir-2  :  oc-dir-2  :  cc-dir-consec-1  :  co-dir-consec-1  :  oc-dir-consec-1  :  gap-filled-1  :  iLT-23  :  LT-1  :  sma10-2  :  sma20-2  :  sma50-2  :  sma200-1  :  sma10-consec-7  :  sma20-consec-5  :  sma50-consec-1  :  sma200-consec-115,
2003-10-01 00:00:00,dow-2  :  HH-1  :  HL-1  :  cc-dir-1  :  co-dir-1  :  oc-dir-1  :  cc-dir-consec-1  :  co-dir-consec-1  :  oc-dir-consec-1  :  gap-filled-1  :  iHT-4  :  HT-5  :  sma10-1  :  sma20-2  :  sma50-1  :  sma200-1  :  sma10-consec-1  :  sma20-consec-6  :  sma50-consec-1  :  sma200-consec-116,
2003-10-02 00:00:00,dow-3  :  HH-2  :  HL-2  :  cc-dir-1  :  co-dir-2  :  oc-dir-1  :  cc-dir-consec-2  :  co-dir-consec-1  :  oc-dir-consec-2  :  gap-filled-2  :  iHT-5  :  HT-6  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-1  :  sma10-consec-2  :  sma20-consec-1  :  sma50-consec-2  :  sma200-consec-117,
2003-10-03 00:00:00,dow-4  :  HH-3  :  HL-3  :  cc-dir-1  :  co-dir-1  :  oc-dir-2  :  cc-dir-consec-3  :  co-dir-consec-1  :  oc-dir-consec-1  :  gap-filled-1  :  iHT-9  :  HT-9  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-1  :  sma10-consec-3  :  sma20-consec-2  :  sma50-consec-3  :  sma200-consec-118,
2003-10-06 00:00:00,IB-1  :  HL-4  :  LH-1  :  cc-dir-1  :  co-dir-1  :  oc-dir-1  :  cc-dir-consec-4  :  co-dir-consec-2  :  oc-dir-consec-1  :  gap-filled-2  :  HT-11  :  H10-1  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-1  :  sma10-consec-4  :  sma20-consec-3  :  sma50-consec-4  :  sma200-consec-119,
2003-10-07 00:00:00,dow-1  :  OB-1  :  HH-1  :  LL-1  :  cc-dir-1  :  co-dir-2  :  oc-dir-1  :  cc-dir-consec-5  :  co-dir-consec-1  :  oc-dir-consec-2  :  gap-filled-3  :  iLT-2  :  iHT-11  :  HT-12  :  H10-1  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-1  :  sma10-consec-5  :  sma20-consec-4  :  sma50-consec-5  :  sma200-consec-120,
2003-10-08 00:00:00,dow-2  :  HH-2  :  HL-1  :  cc-dir-2  :  co-dir-1  :  oc-dir-2  :  cc-dir-consec-1  :  co-dir-consec-1  :  oc-dir-consec-1  :  gap-filled-4  :  iHT-12  :  LT-1  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-1  :  sma10-consec-6  :  sma20-consec-5  :  sma50-consec-6  :  sma200-consec-121,
2003-10-09 00:00:00,dow-3  :  HH-3  :  HL-2  :  cc-dir-1  :  co-dir-1  :  oc-dir-2  :  cc-dir-consec-1  :  co-dir-consec-2  :  oc-dir-consec-2  :  gap-filled-5  :  iHT-338  :  HT-14  :  H10-1  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-1  :  sma10-consec-7  :  sma20-consec-6  :  sma50-consec-7  :  sma200-consec-122,
2003-10-10 00:00:00,dow-4  :  IB-1  :  HL-3  :  LH-1  :  cc-dir-1  :  co-dir-2  :  oc-dir-1  :  cc-dir-consec-2  :  co-dir-consec-1  :  oc-dir-consec-1  :  gap-filled-6  :  HT-15  :  H10-1  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-1  :  sma10-consec-8  :  sma20-consec-7  :  sma50-consec-8  :  sma200-consec-123,
2003-10-13 00:00:00,HH-1  :  HL-4  :  cc-dir-1  :  co-dir-1  :  oc-dir-1  :  cc-dir-consec-3  :  co-dir-consec-1  :  oc-dir-consec-2  :  gap-filled-7  :  iHT-340  :  HT-332  :  H10-1  :  H20-1  :  H50-1  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-1  :  sma10-consec-9  :  sma20-consec-8  :  sma50-consec-9  :  sma200-consec-124,
2003-10-14 00:00:00,dow-1  :  OB-1  :  HH-2  :  LL-1  :  cc-dir-1  :  co-dir-2  :  oc-dir-1  :  cc-dir-consec-4  :  co-dir-consec-1  :  oc-dir-consec-3  :  gap-filled-8  :  iLT-1  :  iHT-341  :  HT-342  :  H10-1  :  H20-1  :  H50-1  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-1  :  sma10-consec-10  :  sma20-consec-9  :  sma50-consec-10  :  sma200-consec-125,
2003-10-15 00:00:00,dow-2  :  HH-3  :  HL-1  :  cc-dir-2  :  co-dir-1  :  oc-dir-2  :  cc-dir-consec-1  :  co-dir-consec-1  :  oc-dir-consec-1  :  gap-filled-9  :  iHT-345  :  LT-1  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-1  :  sma10-consec-11  :  sma20-consec-10  :  sma50-consec-11  :  sma200-consec-126,
2003-10-16 00:00:00,dow-3  :  IB-1  :  HL-2  :  LH-1  :  cc-dir-1  :  co-dir-2  :  oc-dir-1  :  cc-dir-consec-1  :  co-dir-consec-1  :  oc-dir-consec-1  :  gap-filled-10  :  HT-344  :  H10-1  :  H20-1  :  H50-1  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-1  :  sma10-consec-12  :  sma20-consec-11  :  sma50-consec-12  :  sma200-consec-127,
2003-10-17 00:00:00,dow-4  :  LH-2  :  LL-1  :  cc-dir-2  :  co-dir-1  :  oc-dir-2  :  cc-dir-consec-1  :  co-dir-consec-1  :  oc-dir-consec-1  :  gap-filled-11  :  iLT-4  :  LT-6  :  sma10-2  :  sma20-1  :  sma50-1  :  sma200-1  :  sma10-consec-1  :  sma20-consec-12  :  sma50-consec-13  :  sma200-consec-128,
2003-10-20 00:00:00,LH-3  :  LL-2  :  cc-dir-1  :  co-dir-1  :  oc-dir-1  :  cc-dir-consec-1  :  co-dir-consec-2  :  oc-dir-consec-1  :  gap-filled-12  :  iLT-5  :  HT-1  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-1  :  sma10-consec-1  :  sma20-consec-13  :  sma50-consec-14  :  sma200-consec-129,
2003-10-21 00:00:00,dow-1  :  HH-1  :  HL-1  :  cc-dir-2  :  co-dir-2  :  oc-dir-1  :  cc-dir-consec-1  :  co-dir-consec-1  :  oc-dir-consec-2  :  gap-filled-13  :  iHT-1  :  LT-1  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-1  :  sma10-consec-2  :  sma20-consec-14  :  sma50-consec-15  :  sma200-consec-130,
2003-10-22 00:00:00,dow-2  :  LH-1  :  LL-1  :  cc-dir-2  :  co-dir-2  :  oc-dir-2  :  cc-dir-consec-2  :  co-dir-consec-2  :  oc-dir-consec-1  :  gap-filled-1  :  iLT-10  :  LT-12  :  L10-1  :  sma10-2  :  sma20-1  :  sma50-1  :  sma200-1  :  sma10-consec-1  :  sma20-consec-15  :  sma50-consec-16  :  sma200-consec-131,
2003-10-23 00:00:00,dow-3  :  LH-2  :  LL-2  :  cc-dir-2  :  co-dir-2  :  oc-dir-1  :  cc-dir-consec-3  :  co-dir-consec-3  :  oc-dir-consec-1  :  gap-filled-2  :  iLT-14  :  LT-14  :  L10-1  :  sma10-2  :  sma20-2  :  sma50-1  :  sma200-1  :  sma10-consec-2  :  sma20-consec-1  :  sma50-consec-17  :  sma200-consec-132,
2003-10-24 00:00:00,dow-4  :  LH-3  :  LL-3  :  cc-dir-1  :  co-dir-2  :  oc-dir-1  :  cc-dir-consec-1  :  co-dir-consec-4  :  oc-dir-consec-2  :  gap-filled-3  :  iLT-15  :  HT-2  :  sma10-2  :  sma20-2  :  sma50-1  :  sma200-1  :  sma10-consec-3  :  sma20-consec-2  :  sma50-consec-18  :  sma200-consec-133,
2003-10-27 00:00:00,HH-1  :  HL-1  :  cc-dir-1  :  co-dir-1  :  oc-dir-2  :  cc-dir-consec-2  :  co-dir-consec-1  :  oc-dir-consec-1  :  gap-filled-4  :  iHT-2  :  HT-3  :  sma10-2  :  sma20-2  :  sma50-1  :  sma200-1  :  sma10-consec-4  :  sma20-consec-3  :  sma50-consec-19  :  sma200-consec-134,
2003-10-28 00:00:00,dow-1  :  HH-2  :  HL-2  :  cc-dir-1  :  co-dir-1  :  oc-dir-1  :  cc-dir-consec-3  :  co-dir-consec-2  :  oc-dir-consec-1  :  gap-filled-1  :  iHT-4  :  HT-5  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-1  :  sma10-consec-1  :  sma20-consec-1  :  sma50-consec-20  :  sma200-consec-135,
2003-10-29 00:00:00,dow-2  :  HH-3  :  HL-3  :  cc-dir-1  :  co-dir-2  :  oc-dir-1  :  cc-dir-consec-4  :  co-dir-consec-1  :  oc-dir-consec-2  :  gap-filled-2  :  iHT-7  :  HT-8  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-1  :  sma10-consec-2  :  sma20-consec-2  :  sma50-consec-21  :  sma200-consec-136,
2003-10-30 00:00:00,dow-3  :  HH-4  :  HL-4  :  cc-dir-1  :  co-dir-1  :  oc-dir-2  :  cc-dir-consec-5  :  co-dir-consec-1  :  oc-dir-consec-1  :  gap-filled-3  :  iHT-356  :  HT-9  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-1  :  sma10-consec-3  :  sma20-consec-3  :  sma50-consec-22  :  sma200-consec-137,
2003-10-31 00:00:00,dow-4  :  IB-1  :  HL-5  :  LH-1  :  cc-dir-2  :  oc-dir-2  :  cc-dir-consec-1  :  co-dir-consec-1  :  oc-dir-consec-2  :  gap-filled-1  :  LT-1  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-1  :  sma10-consec-4  :  sma20-consec-4  :  sma50-consec-23  :  sma200-consec-138,
2003-11-03 00:00:00,HH-1  :  HL-6  :  cc-dir-1  :  co-dir-1  :  oc-dir-1  :  cc-dir-consec-1  :  co-dir-consec-1  :  oc-dir-consec-1  :  gap-filled-1  :  iHT-358  :  HT-359  :  H10-1  :  H20-1  :  H50-1  :  iH10-1  :  iH20-1  :  iH50-1  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-1  :  sma10-consec-5  :  sma20-consec-5  :  sma50-consec-24  :  sma200-consec-139,
2003-11-04 00:00:00,dow-1  :  LH-1  :  LL-1  :  cc-dir-2  :  oc-dir-2  :  cc-dir-consec-1  :  co-dir-consec-1  :  oc-dir-consec-1  :  gap-filled-1  :  iLT-1  :  LT-1  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-1  :  sma10-consec-6  :  sma20-consec-6  :  sma50-consec-25  :  sma200-consec-140,
